Kingdom,Phylum,Class,Order,Family,Genus,Species,Subspecies,Taxonomic Authority,Taxonomic Notes,Endemic to Europe,Endemic to EU27,European regional Red List Category,European regional Red List Criteria,EU27 regional Red List Category,EU27 regional Red List Criteria,Rationale of the Red List Category,Population Trend,Range,Population,Habitat,Threats,Conservation Actions,Use and Trade,Red List Assessors,Red List Reviewers,Red List Contributors
ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Bombus,sporadicus,,,,0,0,LC,,LC,,"European regional assessment: Least Concern (LC) EU 27 regional assessment: Least Concern (LC) Listed as Least Concern in view of its wide distribution, its presumed large overall population with a stable population trend and no major threats.",Stable,"In the west-Palearctic region, its range is rather strictly limited by the 69th  and 70th parallels, i.e. to the taiga. In Asia, it occurs with different  subspecies, with a wider latitudinal range, extending southwards beyond the  limits of the taiga (Tkalcu 1967). Bombus sporadicus is known from a large  part of Fennoscandia. Its global range has been mapped and includes China (Williams et al. 2012). The extent of occurrence (EOO) is 1,448,397 km² and the area of occupancy (AOO) is 2,632 km².",Populations are probably stable although they are subject to fluctuations. It is widely distributed and often common in the northern boreal region. A species that may well benefit from intermittent forest fires.,"A boreal species associated with pastures, meadows and roadsides in the taiga, occasionally in tundra.",There are no apparent threats.,The species is not subject to any targeted conservation action.Further research is required to establish the current status of the species in European Russia.It occurs in protected areas.,This species is not traded or exploited commercially.,"Rasmont, P., Roberts, S., Cederberg, B., Radchenko, V. & Michez, D.","Williams, P. & Bilz, M.",
ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Bombus,subterraneus,,,,0,0,LC,,LC,,"European regional assessment: Least Concern (LC) EU 27 regional assessment: Least Concern (LC)Listed as Least Concern because, although the species is declining and is threatened by changes in agricultural practice and habitat degradation, overall the species has a large presumed population size and is unlikely to be declining fast enough to qualify for listing in a threatened category.",Decreasing,"The distribution of Bombus subterraneus is very wide. However, as its population  densities are generally low, it may be locally overlooked. In the west, it has  been found in the north of the Iberian Peninsula, in the Pyrenees and the Cantabrian Mountains. In the British Isles, it is restricted to England and a few  places in Wales. In Fennoscandia, it is found in many places up to the 60th  parallel. It is found in every country of western and central Europe, but in the  Mediterranean regions, it is restricted to the montane stages. It is found  throughout Italy, but always in the mountains and not in Sicily. In the Balkan,  it extends south to the Olympus and Pilion Mountains. In eastern Europe, the species  has been signalled in Estonia, Lithuania, Belarus, Ukraine, Romania and, in  Russia, up to the 60th parallel. Panfilov (1957) mentions it in Crimea, the  Caucasus, the south of the Ural Mountains, south and east of Kazakhstan, the Tien Shan Mountains,  the Altai, the Baykal'sk and northern Mongolia. In Asia Minor, it has been encountered  on the Anatolian plateau, in Transcaucasia and northern Iran. The darker forms  (subspecies subterraneus) are restricted to southern Scandinavia and to Switzerland, northern Italy and south-eastern France. Its global range has been mapped and includes China (Williams et al. 2011). The light-coloured forms (subspecies latreillellus) are found  elsewhere. Bombus subterraneus latreillellus has been introduced in New Zealand,  where it is restricted to the South Island and remains much less common than the  other imported species. The extent of occurrence (EOO) is 8,694,298 km² and the area of occupancy (AOO) is 8,292 km².","Clearly declining across western and central Europe, but increasing in some parts of its range (e.g. Norway and Sweden). Population densities of Bombus subterraneus are generally low so it may be locally overlooked.","The species is known from a very broad range of habitats, favouring open biotopes including heathland, chalk grassland, saltmarshes and coastal shingle meadows and Trifolium pratense fields, alpine and sub-alpine meadows and forest-steppe and steppe. It is polylectic and known to exploit a wide range of floral resources for both nectar and pollen, favouring species with long corollas, especially Fabaceae and Boraginaceae.","Changes in agricultural practice and habitat degradation have reduced the area of suitable habitat available. The impacts of climate change, especially local droughts and heat waves, may contribute to population declines (Rasmont and Iserbyt 2012, Rasmont et al. 2014).","This species is included in the National Red Lists or Red Data Books of the following eight European countries: Switzerland (Critically Endangered; Amiet 1994); Czech Republic (Vulnerable; Farkac et al. 2005); Denmark (Near Threatened; Wind and Pihl 2010), Germany (Endangered; Westrich et al. 2008); Estonia (Near Threatened; Lilleleht 2001); Hungary (Vulnerable; Sárospataki et al, 2005); Netherlands (Regionally Extinct; Peeters and Reemer 2003); and Norway (Critically Endangered; Kålås et al. 2010). Habitat restoration and appropriate agri-environment schemes could benefit this species. It occurs in protected areas.",This species is not traded or exploited commercially although it was introduced into New Zealand in the late 19th century to pollinate introduced clover (Trifolium sp.).,"Rasmont, P., Roberts, S., Cederberg, B., Radchenko, V. & Michez, D.","Williams, P. & Bilz, M.",
ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Bombus,sylvarum,,,,0,0,LC,,LC,,"European regional assessment: Least Concern (LC) EU 27 regional assessment: Least Concern (LC)  Listed as Least Concern because, although the species is declining and it is threatened by agriculture intensification, overall the species has a wide distribution and a presumed large population.",Decreasing,"Bombus sylvarum is widely distributed in the west-Palearctic region. It may be  quite common and in some places, it is the predominant bumblebee species. West,  its range extends in the Iberian Peninsula to the parallel of Madrid. It is  present in England, Wales and southeastern Ireland but completely absent from Scotland.  North, it extends in Fennoscandia to the 63rd parallel and in Russia to the 60th  parallel. East, it hardly extends beyond the southern part of the Ural Mountains, to  Cheliabinsk. Southeast, B. sylvarum is present throughout eastern Anatolia, where it  is present as its steppic daghestanicus form, in the Caucasus, Georgia, Armenia  and northwestern Iran. In the latter country, it does not reach the Mazandaran region. In  the southern part of its range, B. sylvarum is clearly a montane species. It  reaches the Etna in Sicily and the Taurus and Amanaus in Anatolia. In the  Balkans, its limits are more northern: the mountains in northern Albania, Macedonia,  Bulgaria and Pindos Mountains, in northern Greece. It is absent from the large  Mediterranean islands (except Sicily) and from northern Africa.","The local population densities are variable. The distribution of the species is patchy (as for B. ruderarius and B. humilis), and the species may be quite common in one place and absent from surrounding areas - especially in places with the most intensive agriculture and urbanisation. The species can be particularly abundant in landscapes rich in leguminous plants.","Found in a range of open xerophilous short grassland, rich in Lamiaceae and Orobanchaceae, woodland rides and orchards, pastures, derelict vineyards, town parks and gardens, clearings in Pinus, Fagus and Quercus woodlands, railway embankments, chalk grassland, woodland, heathland, abandoned quarries and coastal shingle. Flower-rich heathland and tall grassland, sub-alpine meadows. Also in mixed-forest, forest-steppe and steppe zones. It is polylectic and known to exploit a wide range of floral resources for both nectar and pollen, including leguminous fodder crops such as Trifolium, Lotus corniculatus and Medicago sativa.","Intensification of agriculture (especially increases in N2 deposition, reduction in leguminous crops and increases in pesticide use) and changes in agricultural practice have reduced the area of suitable habitat available. Climatic factors and the impacts of climate change, especially local droughts and heat waves, have been shown to cause local population fluctuations and could have significant impacts on bumblebee populations in the future (Iserbyt and Rasmont 2012, Rasmont and Iserbyt 2012, Rasmont et al. 2014).","This species is included in the National Red Lists or Red Data Books of the following five European countries: Switzerland (Vulnerable; Amiet 1994); Denmark (Near Threatened; Wind and Pihl 2010), Germany (Near Threatened; Westrich et al. 2008); Hungary (Endangered; Sárospataki et al. 2005); and Ireland (Vulnerable; Fitzpatrick et al. 2006). It occurs in protected areas.",This species is not traded or exploited commercially.,"Rasmont, P., Roberts, S., Cederberg, B., Radchenko, V. & Michez, D.","Williams, P. & Bilz, M.",
ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Bombus,sylvestris,,,,0,0,LC,,LC,,"European regional assessment: Least Concern (LC) EU 27 regional assessment: Least Concern (LC) Listed as Least Concern in view of its wide distribution, presumed large overall population with a stable population trend and no major threats.",Stable,"Bombus sylvestris is the second most abundant cuckoo-bumblebee in Europe. It occurs from central Iberia, southern Italy and the Balkans to the south and crosses  the Arctic Circle to the north. It can be found from Ireland in the west to the  Far East of Russia to the east. The extent of occurrence (EOO) is 9,388,485 km² and the area of occupancy (AOO) is 16,472 km².","This can be a very common species although, as a parasitic species, it is always less abundant than its host[s].","In common with its primary host, this species is found in a wide variety of habitats, including boreal subalpine forests, woodland (preferring shrubby areas), pastures, meadows, gardens, roadsides, agricultural land, grasslands, coastal habitats and urban parks and gardens, orchards, roadsides, mixed-forest, flooded woodlands and forest-steppe zones. Bombus sylvestris is a social parasite of other Bombus. It is an inquiline primarily of the very common B. pratorum (Løken 1984).",There are no apparent threats although any reduction in population sizes of hosts will have an adverse effect on this species.,The species is not subject to any targeted conservation action. This species occurs in protected areas.,"This species is not traded or exploited commercially, although it is well known as an important pollinator of Raspberry (Rubus idaeus).","Rasmont, P., Roberts, S., Cederberg, B., Radchenko, V. & Michez, D.","Williams, P. & Bilz, M.",
ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Bombus,terrestris,,,,0,0,LC,,LC,,"European regional assessment: Least Concern (LC) EU 27 regional assessment: Least Concern (LC) Listed as Least Concern in view of its wide distribution, presumed large overall population with an increasing population trend and no major threats.",Increasing,"Bombus terrestris is common in a large part of Europe and has been  successfully domesticated since 1987. Bombus terrestris is the only  bumblebee species with a Mediterranean-centred distribution: the only country of  the region from which it is absent is Egypt. It is not restricted to this  region, however: to the north, it extends to the latitude of Stockholm and east,  to the Altai but it is absent from the alpine stage, the deserts and the arid,  sub-desertic steppes. Bombus terrestris evolved into well differentiated  subspecies (audax in British Isles, canariensis in the Canary Islands,  sassaricus in Sardinia, xanthopus in Corsica, africanus in northern Africa, dalmatinus in south-eastern Europe and Near-Orient,  lusitanicus in Iberian Peninsula, terrestris in the remaining west and central Europe and in southern Scandinavia).Some subspecies that are endemic to particular islands are considered to be separate species by some authors (e.g. see recent data collected from the Azores Islands (Flores; P. Noger 2010), southern Iran (Shiraz; N. Shagei 2007), and northern Sweden near the Arctic Circle (Ragvaldsträsk, E. Sjödin 2008)). The species is also known from Libya (Cyrenaica) (Gribodo 1925, Roberts pers. obs. 2002). Its global range has been mapped and includes China and Mongolia (Williams et al. 2012).","Common and widespread, and extending its range northwards in Scotland and Fennoscandia.","Found in a wide range of habitats, including anthropogenic biotopes.It is broadly polylectic and known to exploit a wide range of floral resources for both nectar and pollen.",The most likely threats come from genetic contamination of local (and especially island) gene pools by escapes from commercial greenhouses. It is worth noting that introductions of this species both inside and outside its known range are widely considered at least a potential threat to other bumblebees (Peredo-Alvarez et al. 2014).,"There are control measures in place in the Canary Islands, Ireland, Norway and UK that restrict the commercial importation of non-indigenous colour morphs for pollination. Other distinctive local (and especially island) taxa should be considered as targets for protection from genetic contamination by alien introductions.Further research is necessary to establish the true status and threats of and to the various island taxa.It occurs in protected areas.","Bombus terrestris has been domesticated since the late 1980s, and is now reared commercially, for widespread use in commercial fruit and vegetable pollination.","Rasmont, P., Roberts, S., Cederberg, B., Radchenko, V. & Michez, D.","Williams, P. & Bilz, M.",
ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Bombus,vestalis,,,,0,0,LC,,LC,,"European regional assessment: Least Concern (LC) EU 27 regional assessment: Least Concern (LC) Listed as Least Concern in view of its wide distribution, presumed large overall population with an increasing population trend and no major threats.",Increasing,"Bombus vestalis is the most meridional cuckoo-bumblebee in Europe. It can be  found from northern Africa to the south of Sweden in the north. It  lives from the United Kingdom to the west to northern Iran to the east. The extent of occurrence (EOO) is 7,710,044 km² and the area of occupancy (AOO) is 13,980 km².","A common bee and expanding in parts of its range, but, as a parasitic species, it is generally less abundant than its host[s].",Bombus vestalis is a social parasite of other Bombus. It is an inquiline primarily of Bombus terrestris and also B. lucorum and is found in a very wide range of habitats.,"There are no obvious threats to this species, however, any reduction in population sizes of hosts will have an adverse effect on this species.",This species is included in the National Red Data Book of Ireland (Not Evaluated; Fitzpatrick et al. 2006). It occurs in protected areas.,This species is not traded or exploited commercially.,"Rasmont, P., Roberts, S., Cederberg, B., Radchenko, V. & Michez, D.","Williams, P. & Bilz, M.",
ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Bombus,veteranus,,,,0,0,LC,,LC,,"European regional assessment: Least Concern (LC) EU 27 regional assessment: Least Concern (LC)  Listed as Least Concern because, although the species is declining and is threatened by changes in agricultural practices and habitat change, overall the species has a wide distribution and a presumed large population.",Decreasing,"The distribution of Bombus veteranus is highly patchy. The species lives in  the plains of northern Europe. The most southern confirmed observations are in the  south of the French Massif Central, about the 44th parallel. As some old data  concerning locations in Italy are dubious as they refer to isolated and maybe  wrongly identified individuals, Bombus veteranus has not been reliably reported  south of the Alps and the Carpathians. West, B. veteranus reaches the coasts  of French Brittany but not the British Isles, nor the Pyrenees, nor the Iberian Peninsula. North, B. veteranus does not extend beyond the 60th parallel, except  in Finland where its range appears to be rapidly expanding, and recently (2000) into Sweden north of the Baltic. In Russia, it  extends east to Irkutsk, including the Altai and the Sayan Mountains. It also extends eastwards to western China. The extent of occurrence (EOO) is 6,734,093 km² and the area of occupancy (AOO) is 6,356 km².","The abundance of the species is highly variable in time and space. In most places, it is uncommon but it may abound in some, without any obvious ecological reason. To give examples, it was one of the most abundant bumblebees in Belgium one century ago, but it is now nearly vanished there. On the other hand, according to Söderman (1999) the species has recently become common in a large part of southern Finland, expanding northwards. Nevertheless, the population trend overall is of a strong decline.","This species is typical of coastal biotopes, open grasslands and shrubby wood-edge. Associated primarily with zygomorphic flowers e.g. Trifolium, Lamium album, Veronica longifolia for pollen forage.According to Voveikov (1953), Bombus veteranus is a facultative social parasite of other Thoracobombus species, as B. sylvarum, B. muscorum, B. humilis and B. ruderarius. A complete description of a Dutch nest was investigated by Den Boer and Vleugel (1949). It consisted of about 40-50 workers and about 80 worker brood cells. In addition to the founding queen, the nest still produced one new female cocoon and two emerging males. It is a pocket-maker.","Changes in agricultural practice and habitat change (including urbanisation and coastal infrastructure development) have reduced the area of suitable habitat available. Any reduction in population sizes of hosts will also have an adverse effect on this species. The southernmost population could be threatened by climate change (Rasmont and Iserbyt 2012, Rasmont et al. 2014).","This species is included in the National Red Lists or Red Data Books of the following five European countries: Switzerland (Vulnerable; Amiet 1994); Czech Republic (Critically Endangered; Farkac et al. 2005); Denmark (Vulnerable; Wind and Pihl 2010), Germany (Vulnerable; Westrich et al. 2008); Netherlands (Endangered; Peeters and Reemer 2003); and Sweden (Endangered; Gärdenfors 2010). Further research is required to establish the population dynamics of the species and the precise ecological drivers of population change. It occurs in protected areas.",This species is not traded or exploited commercially.,"Rasmont, P., Roberts, S., Cederberg, B., Radchenko, V. & Michez, D.","Williams, P. & Bilz, M.",
ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Bombus,wurflenii,,,,0,0,LC,,LC,,"European regional assessment: Least Concern (LC) EU 27 regional assessment: Least Concern (LC)  Listed as Least Concern in view of its wide distribution, its presumed large overall population and because it is unlikely to be declining fast enough to qualify for listing in a threatened category.",Decreasing,"Bombus wurflenii is confined to the mountains and hills of Europe; it is  absent from the British Isles and in Russia, it is known from the Ural and the  Caucasus. Its presence in Finland is unlikely. As this species is rather  widespread in central Europe and Scandinavia, it has been the topic of many  articles and is a well known bumblebee (Reinig and Rasmont 1988). The extent of occurrence (EOO) is 7,362,610 km² and the area of occupancy (AOO) is 12,268 km².","Populations are in decline, especially at lower altitudes. Often plentiful in parts of its range.","This species is typical of sub-alpine habitats, where it can be found in grasslands and open woodland. It is a polylectic species and known to exploit a wide range of floral resources for both nectar and pollen.","In common with other montane species, climate change is likely to cause a decline in the amount of suitable habitat in the southern parts of its range. Climatic factors and the impacts of climate change have been shown to cause local population fluctuations and could have significant impacts on bumblebee populations in the future (Iserbyt and Rasmont 2012, Rasmont et al. 2014).",This species is included in the National Red Lists or Red Data Books of the following two European countries: Czech Republic (Vulnerable; Farkac et al. 2005) and Germany (Near Threatened; Westrich et al. 2008). Further research is required to establish the current status of the species in European Russia and southern Norway. It occurs in protected areas.,This species is not traded or exploited commercially.,"Rasmont, P., Roberts, S., Cederberg, B., Radchenko, V. & Michez, D.","Williams, P. & Bilz, M.",
ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Bombus,zonatus,,,,0,0,EN,"B2b(i,ii,iii,v)c(iv)",EN,"B2b(i,ii,iii,v)c(iv)","European regional assessment: Endangered (EN) EU 27 regional assessment: Endangered (EN)  Listed as Endangered, because the known area of occupancy (AOO) is 384 km², there is a continuing decline in the extent of occurrence, the area of occupancy, the extent and quality of the habitat and  the number of mature individuals and the species is experiencing extreme fluctuations in the number of mature individuals.",Decreasing,"Bombus zonatus is common in Greece, Macedonia, Bulgaria, European Turkey,  Anatolia and Armenia. Some locations are reported from Albania, Romania,  Crimea, Caucasus, Georgia, Azerbaijan and northwestern Iran. The most northern locality  known is near Volgograd (Russia). The most easterly populations (Anatolia,  Transcaucasia, Caucasus, northern Iran) refer to the subspecies apicalis, the other ones  are from the nominal subspecies. The extent of occurrence (EOO) is 1,437,020 km² and the area of occupancy (AOO) is 388 km².","Apparently decreasing over most of its European range, and the species is prone to extreme fluctuations in numbers (P. Rasmont. pers. comm. 2012). There was evidence of strong declines after the heat wave in 2003 and the following drought in 2004-2007; field observations revealed that the species was missing from many localities where it occurred 10 years previously (P. Rasmont pers. comm. 2013).","Dry grasslands and steppes, particularly in maritime areas in southeastern Europe.It is presumed to be polylectic and to exploit a wide range of floral resources for both nectar and pollen associated regularly with Thistles (Asteraceae; Cardueae).","Climatic factors and the impacts of climate change, especially the increasing frequency of heat waves, is believed likely to cause local population fluctuations (Rasmont and Iserbyt 2012, P. Rasmont pers. comm. 2013, V. Radchenko pers. comm. 2013, Rasmont et al. 2014). In common with many other steppic species, the intensification of agriculture has reduced the area of available habitat.",This species is included in the National Red Lists or Red Data Books of the following two European countries: Moldova (Critically Endangered; Anonymous 2002) and Ukraine (Rare; Monchenko et al. 2009).Further research is required to establish the current status of the species in European Russia and Ukraine. It occurs in protected areas.,This species is not traded or exploited commercially.,"Rasmont, P., Roberts, S., Cederberg, B., Radchenko, V. & Michez, D.","Williams, P. & Bilz, M.",
ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,ANDRENIDAE,Camptopoeum,friesei,,,,0,0,LC,,LC,,European regional assessment: Least Concern (LC) EU 27 regional assessment: Least Concern (LC)Listed as Least Concern in view of its wide distribution and overall presumed large and stable population.,Stable,"Camptopoeum friesei is widely distributed in Mediterranean and central Europe. Camptopoeum friesei euzonum (Warncke, 1972) is a subspecies endemic to Spain. The extent of occurrence (EOO) is 3,324,692 km² and the area of occupancy (AOO) is 124 km².",This species is rare throughout its range and the population trend is considered stable.,"This species lives in open fields, scrub and farm road borders. It forages on Asteraceae, Apiaceae, Lamiaceae, etc.",This species is threatened by deforestation and the destruction of crop and road edges.,"There are no direct conservation measures in place for this species. Additional studies are needed into the abundance, and general ecology of this species.",This species is not traded or exploited commercially.,"Michez, D. & Nieto, A.","Bilz, M. & Roberts, S.","Ortiz Sánchez, F.J. & Patiny, S.,Ortiz Sánchez, F.J. & Patiny, S."
ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,ANDRENIDAE,Camptopoeum,frontale,,,,0,0,DD,,DD,,"European regional assessment: Data Deficient (DD) EU 27 regional assessment: Data Deficient (DD)Listed as Data Deficient in view of the absence of information on population size, threats and conservation status.",Unknown,"Camptopoeum frontale is locally abundant in Turkey, the eastern Mediterranean and central Europe. The extent of occurrence (EOO) is 1,880,014 km² and the area of occupancy (AOO) is 196 km².",The population abundance of this species is not known. The population trend is unknown.,"This species lives in open fields, scrubs and farm and road borders. It is stated to be oligolectic on Centaurea (Asteraceae) (Patiny 2001).",The threats to this species are unknown.,"This species is included in the National Red Lists or Red Data Books of the following two European countries: Czech Republic (Endangered; Farkac et al. 2005); Germany (Endangered; Westrich et al. 2008).  Additional studies are needed into the population size and trends, status and threats of this species.",This species is not traded or exploited commercially.,"Michez, D. & Nieto, A.","Roberts, S. & Bilz, M.","Ortiz Sánchez, F.J. & Patiny, S.,Ortiz Sánchez, F.J. & Patiny, S."
ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,ANDRENIDAE,Camptopoeum,nasutum,,,,-1,0,DD,,DD,,"European regional assessment: Data Deficient (DD) EU 27 regional assessment: Data Deficient (DD)Listed as Data Deficient in view of the absence of information on its status, population size and trend, ecological requirements and threats.",Unknown,"Camptopoeum nasutum is distributed in northern Italy, Sicily and south-eastern France. The data in Spain is doubtful. The extent of occurrence (EOO) is 601,209 km² and the area of occupancy (AOO) is 32 km².",This species is rare and populations are small throughout its range. Its population trend is unknown.,There is no information available about the habitat and ecology for this species.,The threats to this species are unknown.,"Additional studies are needed into the population size and trends, general ecology and threats of this species.",This species is not traded or exploited commercially.,"Michez, D. & Nieto, A.","Roberts, S. & Bilz, M.","Ortiz Sánchez, F.J. & Patiny, S.,Ortiz Sánchez, F.J. & Patiny, S."
ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,ANDRENIDAE,Camptopoeum,variegatum,,,,0,0,DD,,DD,,"European regional assessment: Data Deficient (DD) EU 27 regional assessment: Data Deficient (DD)Listed as Data Deficient in view of the absence of information on its status, population size and trend, ecological requirements and threats.",Unknown,"Camptopoeum variegatum is a species that is abundant in Turkey and the Middle East. The range extends somewhat into Europe. The extent of occurrence (EOO) is 82,959 km² and the area of occupancy (AOO) is 32 km².",This species is rare throughout its range and its population trend is unknown.,There is no information about the habitat and ecology for this species.,The threats to this species are unknown.,"Additional studies are needed into abundance, trends, general ecology and threats to this species.",This species is not traded or exploited commercially.,"Michez, D. & Nieto, A.","Bilz, M. & Roberts, S.","Ortiz Sánchez, F.J. & Patiny, S.,Ortiz Sánchez, F.J. & Patiny, S."
ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Ceratina,cyanea,,,,0,0,LC,,LC,,"European regional assessment: Least Concern (LC)EU 27 regional assessment: Least Concern (LC)Listed as Least Concern in view of its wide distribution, presumed large overall population and no major threats.",Stable,"Ceratina cyanea is the most widespread species of the genus. The species is present in all Mediterranean countries but is rare in the Maghreb and Anatolia and absent from the Near East and Cyprus. To the north, its distribution extends to southern England and Norway. To the east, the species is present eastwards to Central Asia, Iran and Kazakhstan. It is absent from the Balearic Islands. The extent of occurrence (EOO) is 7,536,889 km² and the area of occupancy (AOO) is 4,336 km².",This species is very common and abundant. The population of Ceratina cyanea seems stable at the continental scale.,"Ceratina cyanea nests in dry stems of Rubus and  some herbaceous plants and is broadly polylectic (Terzo 2000). So,  within its distribution range, it can live in any place where Rubus    can be found such as in natural habitats with   Mediterranean-type,    shrubby and temperate grassland vegetation and also in rural and    suburban habitats.","No past or ongoing threats exist to this species at continental scale. Traditional human activities (extensive agriculture, construction and maintenance of roadsides and paths) are rather favourable to the species because they are usually followed by the appearance of brambles (Rubus) and their cutting offers many possible nesting sites. On the other hand, intensive agriculture and roadside clearing can reduce the nesting possibilities.","Ceratina cyanea is considered as Vulnerable in the United Kingdom (Shirt 1987) where it is at the edge of its range. No direct conservation measures are currently needed for this species. The species is very common in Europe, and can certainly be found in nature reserves, natural parks and other protected areas.",The species is not utilized.,"Terzo, M. & Nieto, A.","Roberts, S. & Bilz, M.",
ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Ceratina,cypriaca,,,,-1,0,DD,,DD,,"Listed as Data Deficient in view of the absence of information about its status, population size and threats. The species has a very restricted distribution with a very small area of occupancy.",Unknown,"Ceratina cypriaca is endemic to Cyprus. It is likely present throughout the island but the data are summarized for observations made by Mavromoustakis around Limassol. The species is present at coastal sites and on the slopes of Mount Troodos up to nearly 1,500 m. The extent of occurrence (EOO) is 899 km² and the area of occupancy (AOO) is 32 km².",No recent observation has been made since Mavromoustakis (1949). But the species is probably still present on the island since its habitat still exists.,The species visits flowers of Salvia (Lamiaceae) and Marrubium (Lamiaceae) (Mavromoustakis 1949).There is no information on nesting substrates nor on habitat but it is highly probable that the species nests in dry stems of Rubus as do all other species of the genus and is present in natural habitats with   Mediterranean-type   shrubby vegetation and maybe also in rural and   suburban habitats.,"The threats to this species are unknown.Traditional human activities (extensive agriculture, construction and maintenance of roadsides and paths) could be rather favourable to the species because they are usually followed by the appearance of brambles (Rubus) and their cutting offers many possible nesting sites. On the other hand, intensive agriculture and roadside clearing can reduce the nesting possibilities.",The species is not known from any protected area. Further studies are needed into the population size and trend and the threats affecting this species. Monitoring of the population should be recommended as it has not been observed for the past 60 years.,The species is not utilized.,"Nieto, A. & Terzo, M.","Bilz, M. & Roberts, S.",
ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Ceratina,dallatorreana,,,,0,0,LC,,LC,,"European regional assessment: Least Concern (LC)EU 27 regional assessment: Least Concern (LC)Listed as Least Concern in view of its wide distribution, presumed large overall population and no major threats.",Stable,"Ceratina dallatorreana is mainly a thermo-Mediterranean species present from southern Portugal and the Maghreb to eastern Iran (Kopet Dag). The species is present in all the main Mediterranean islands, including Malta. To the north, its distribution is restricted to the thermo-Mediterranean climate except to the east were the species is present all along the Black Sea coast. The species has also been accidentally introduced in the United States of America, in California (Daly 1966). The extent of occurrence (EOO) is 4,434,630 km² and the area of occupancy (AOO) is 944 km².","It is a widespread species, common but discreet. The population of Ceratina dallatorreana seems to be stable at a continental scale, at least in France (Terzo and Rasmont 1995).","Ceratina dallatorreana is one of the few species of Apoidea which reproduces by thelytokous parthenogenesis (Daly 1966). The species nests in dry stems of Rubus and some other herbaceous plants (Daly 1966, Daly 1983, Terzo 2000). Within its distribution range, it can live in any place where Rubus    can be found such as in natural habitats with   Mediterranean-type,    shrubby vegetation and also in rural and   suburban habitats. It is polylectic but shows a preference for thistles (e.g. Carduus, Centaurea, Onopordon) (Terzo 2000).","No past or ongoing threats exist to this species at continental scale. Traditional human activities (extensive agriculture, construction and maintenance of roadsides and paths) are rather favourable to the species because they are usually followed by the appearance of brambles (Rubus) and their cutting offers many possible nesting sites. On the other hand, intensive agriculture and roadside clearing can reduce the nesting possibilities.","No direct conservation measures are currently needed for this species. It is common in southern Europe and can be found in nature reserves, natural parks and other protected areas.",The species is not utilized.,"Nieto, A. & Terzo, M.","Bilz, M. & Roberts, S.",
ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Ceratina,dentiventris,,,,0,0,LC,,LC,,"European regional assessment: Least Concern (LC)EU 27 regional assessment: Least Concern (LC)Listed as Least Concern in view of its wide distribution, presumed large overall population and no major threats.",Stable,"Ceratina dentiventris is  mainly a thermo-Mediterranean species present from Spain (but not Portugal) and the Atlas mountains of Morocco eastwards to the Caucasus. The species is present in all the main  Mediterranean islands except the Balearic Islands and Cyprus. To the north, its distribution is restricted to the thermo-Mediterranean climate zone except to the east were the species reaches the southern coast of the Black Sea and eastern Anatolia. The extent of occurrence (EOO) is 2,810,757 km² and the area of occupancy (AOO) is 596 km².","This is a widespread species but not very abundant. The population of Ceratina dentiventris seems to be stable at the continental scale but there is no recent data from central and southern Spain, Corsica and Sardinia.","Ceratina dentiventris nests in dry stems of Rubus and is polylectic (Terzo 2000). Within its distribution range, it can live in any place where Rubus    can be found such as in natural habitats with   Mediterranean-type    shrubby vegetation and also in rural and   suburban habitats.","No past or ongoing threats exist to this species at continental scale. Traditional human activities (extensive agriculture, construction and maintenance of roadsides and paths) are rather favourable to the species because they are usually followed by the appearance of brambles (Rubus) and their cutting offers many possible nesting sites. On the other hand, intensive agriculture and roadside clearing can reduce the nesting possibilities.","No direct conservation measures are currently needed for this species. It occurs in nature reserves, natural parks and other protected areas.",The species is not utilized.,"Terzo, M. & Nieto, A.","Roberts, S. & Bilz, M.",
