Kingdom,Phylum,Class,Order,Family,Genus,Species,Subspecies,Taxonomic Notes,Endemic to Europe,Endemic to EU27,European regional Red List Category,European regional Red List Criteria,EU27 regional Red List Category,EU27 regional Red List Criteria,Rationale of the Red List Category,Population Trend,Range,Population,Habitat,Threats,Conservation Actions,Red List Assessors
ANIMALIA,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,Sympetrum,vulgatum,,"In northern Spain, subspecies ibericum occurs, which requires further taxonomic study. Sympetrum decoloratum, which occurs in Asian Turkey and further east is considered to be a valid species, and not a subspecies of S. vulgatum. In eastern Asia several other subspecies have been described.",,,LC,,LC,,"European regional assessment: Least Concern (LC). EU 27 regional assessment: Least Concern (LC). The species is not threatened on a European scale, as it is common and widespread in most of its range. The species might be declining in the south due to climate change. The species is assessed as Least Concern.",Stable,"Sympetrum vulgatum has a wide distribution and occurs eastwards to China and Japan. It is a common and widespread species in Central and eastern Europe. The species is largely absent from the southern third of Europe where it is mainly confined to higher elevations (Boudot et al. 2009). In Italy, it is probably the rarest species of Sympetrum (E. Riservato, pers. comm.). The species is in Britain only known from wanderers and is largely absent from the northern third of Fennoscandia. The subspecies S. v. ibericum, which is found in the French Pyrenees and northern Spain, is generally rare.","The species is common and widespread in northern Central and Eastern Europe and frequently occurs in large populations. In the south, the species is rare and easily overlooked between the far higher numbers of S. striolatum and S. meridionale.","The species is found in all kinds of standing, largely unshaded waters. In the Mediterranean region it reaches its southernmost distribution, constrained by climatic factors, and confined to areas of high elevation. Details on the habitat of S. vulgatum ibericum are lacking.","The species is not threatened in most of its range. However, climate change in the Mediterranean region may affect its subspecies S. vulgatum ibericum.","No specific actions are needed for S. vulgatum on a European scale. However, fieldwork and monitoring to establish its conservation status in the Mediterranean and to assess if climate change is impacting on the species is needed. This is especially true for the subspecies S. v. ibericum and work on its taxonomy and habitat requirements is needed.","Kalkman, V.J."
ANIMALIA,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,Sympetrum,flaveolum,,,,,LC,,LC,,European regional assessment: Least Concern (LC). EU 27 regional assessment: Least Concern (LC). The species is common and widespread in Eastern and large parts of Central and Northern Europe. The species is scarce in Southern Europe but there are no indications that it is declining. It is assessed as Least Concern on European scale.,Stable,Sympetrum flaveolum ranges from western Europe to Japan. The species is widespread in Eastern and Central Europe and the southern half of Fennoscandia. In Britain and Ireland the species only occurs as a vagrant. In southern and western Europe the species has a patchy distribution and in the south it is largely limited to mountain areas only occurring in the lowland after invasions from Central and Eastern Europe.,The species is very common in Eastern Europe but numbers fluctuate from year to year in the south and west of its range depending on invasions.,"In Eastern Europe the species is found at all kinds of standing waters. In the west and south of Europe it mainly inhabits shallow unstable waters, such as flooded meadows, swampy depressions or dune lakes that may partially dry up during summer. In the south of its range it is limited to mountain areas.","The species is not threatened in most of North, Central and East Europe. In the west of its range the numbers largely depend on invasions and there are no indications that its preferred habitats are declining. In West Europe the species is regarded as Endangered in several countries. In the south of its range, where it is generally rare, it is limited to mountain areas. Here habitat degradation, for instance due to climate change, is probably affecting the species.","The species does not require action on European scale. The species is probably threatened with extinction in some countries in southern Europe and considered endangered in some western countries (Germany: EN, Switzerland: CR, Austria: CR). Here fieldwork is needed to map the main population so that the regional conservation status can be assessed.","Kalkman, V.J."
ANIMALIA,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,Sympetrum,meridionale,,,,,LC,,LC,,European regional assessment: Least Concern (LC). EU 27 assessment: Least Concern (LC). Sympetrum meridionale has a wide range and in many areas of southern Europe it is a common species. It is showing an increase in Central and Western Europe. The species is assessed as Least Concern on European level.,Increasing,"Sympetrum meridionale occurs from southern Europe and the Maghreb to Central Asia. The species is generally common in the southern third of Europe but is scarce in the Iberian Peninsula. It can be very abundant in some areas, for instance in the Donau delta in the Ukraine and Romania. The species is rare in Central Europe but has shown a strong increase in the last decade and the most northern records are from the German Wadden Islands.","The species is scarce in the north of its range but common and often abundant in the southern half of Europe, except for Iberia.","Sympetrum meridionale favours unshaded, hot and often shallow standing waters which partially or totally dry up during summer. These are mostly well vegetated and marshy. The species is also found in coastal wetlands, on rivers, backwaters and marshes.",The species is not under any specific threat.,No specific measures required at present.,"Kalkman, V.J."
ANIMALIA,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,Sympetrum,depressiusculum,,,,,VU,A2c+3c+4c,VU,A2c+3c+4c,"European regional assessment: Vulnerable (VU). EU 27 assessment: Vulnerable (VU). S. depressiusculum is generally rare, has a patchy distribution and has shown a strong decline throughout most of its European range. It is estimated that this decline has been over 30% in the last ten years and might be over 30% in the next ten years. The species is therefore assessed as Vulnerable on European scale, even if in the near future, agricultural development in Eastern European Countries may lead to a decrease and loss of habitat and the species could mach the Endangered category.",Decreasing,"Sympetrum depressiusculum ranges from Europe to the Pacific coast of Asia. In Japan, it is an invasive species from the Asian mainland. Its European range covers Central, East and Southeast Europe. The species has a patchy distribution and there are large areas within its main range where it is rare to absent. A strong decline has taken place nearly everywhere from the second half of the 20th century onwards. The species is very rare (close to extinction) in Italy and in southern France with the last record from the Camargue dating back to 1987. The only known populations in France are found in the Rhone Valley and it seems to be extinct in the rest of the country. Strong declines and regional extinctions are also known from Austria, Belgium, Germany, the Netherlands and Switzerland.","Sympetrum depressiusculum is scarce throughout its European range and population numbers have dropped in many areas in Europe. In the past the species was locally very abundant. In Belgium, France, Germany, and Italy the number of sites and populations has decreased by more than 50% in the last decade (De Knijf et al. 2006, Deliry et al. 2008, Ott et al. in press). However, in Poland, the species seems to be stable but this is possibly due to a lack of recent data.","The species shows strong regional differences in habitat preferences. The key factor seems to be that it needs unshaded, often shallow and warm waters. Typically they become dry towards the end of the summer until next spring. Those situations can be found at borders of large lakes and in marshes. These kinds of situations are also found in fishponds and rice paddies in South Europe.","Major threats to this species are changes in rice cultivation in southern Europe and fish aquaculture and increasing use of ponds for angling in northern and central Europe, that has led to changes and destruction of its habitat. As a consequence to this habitat loss there is higher larval competition with other dragonflies species and predation by fish.Climate change will probably impact this species but it is difficult to predict if this will be positive or negative.","Considering the relatively low number of strong populations in most countries it is advisable that for each of these the conservation status is determined and, if necessary, management plans are made. Protection of breeding sites is absolutely needed, preventing the intensive use of ponds for angling and through regulation of rice field management. The current agricultural practises at rice fields make them unsuitable for S. depressiusculum. It is however not unlikely that relatively small adaptations in the management of rice fields will increase the biodiversity without decreasing the production of rice. Research in order to see if this applies for S. depressiusculum is needed.","Kalkman, V.J."
ANIMALIA,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,Sympetrum,sinaiticum,,,,,LC,,LC,,"European regional assessment: Least Concern (LC). EU 27 assessment: Least Concern (LC). Sympetrum sinaiticum has a relatively small European range, can be found in a broad range of habitats and the species does not seem to decline. Therefore it is assessed as Least Concern.",Stable,"Sympetrum sinaiticum occurs in North Africa and the Levant. In Europe, the species is confined to east and south Spain where it is regionally common.",The species has a small European range but is reasonably common and locally abundant.,The species is found in both running and standing waters for reproduction. It also occurs in temporary conditions and ditches with running waters. It can be expected that a broad habitat spectrum is occupied by this species. S. sinaiticum aestivates during the summer and can be found far away from wetlands before reproducing in autumn (Jödicke et al. 2000).,"The species is found in a wide variety of habitats and often occupies man-made waters. There are no specific threats to the habitat of this species besides general habitat degradation. The species is probably not strongly impacted by climate change as it is univoltine and aestivates as adult during the hot period of the year. Due to this, larvae are only present in the winter and spring and are not affected by desiccation of the habitat during summer.","The habitats of this species are probably not under any specific threat and specific conservation measures for this species are not needed. The information on the types of habitats used in Spain is limited and it would be useful to have more specific information on habitats, possible threats and trends of this species.","Kalkman, V.J."
ANIMALIA,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,Brachythemis,leucosticta,,"Untill recently this species was known as Brachythemis leucosticta. Dijkstra & Matushkina (2009) showed that this species should be seperated into B. leucosticta, occuring in the southern half of Africa, and B. impartita, occuring in the northern parts of Africa and Mediterranean Europe. All European records are believed to belong to B. impartita.",,,LC,,LC,,"European regional assessment: Least Concern (LC). EU 27 regional assessment: Least Concern (LC). Being ecologically very flexible, Brachthemis leucosticta is abundant wherever it has established populations. In recent decades it has expanded northward in Italy (Sicily,Sardinia) and the Iberian Peninsula. It is not considered threatened at present and is assessed as Least Concern.",Increasing,"Brachythemis leucosticta is one of the most abundant and widespread species of tropical Africa. The species is fairly common in the Maghreb, along the Nile in Egypt and in the Levant. The species seems to be increasing in Turkey were it is still uncommon and limited to the south. In Europe, it is found in Cyprus (first recorded in 2006, Cottle 2007), Sicily, Sardinia and the south of Portugal and Spain. It has been expanding its European range in the last two decades (Boudot et al. 2009). It is likely that an increase of temperature in the next decade will enable the species to extend its range further north to mainland Italy, for instance.",The species is often common when found and is probably increasing in most of its European range due to climate change.,"The species breeds in a wide range of stagnant water bodies, from larger lakes to small pools, where it flies low over bare and open ground. It occurs often in large numbers, perching close to one another on the ground. It shows migratory tendencies and easily occupies newly created waters.",This species is not under any specific threat.,No conservation measures are needed.,"Kalkman, V.J."
ANIMALIA,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,Crocothemis,erythraea,,,,,LC,,LC,,"European regional assessment: Least Concern (LC). EU 27 assessment: Least Concern (LC). Crocothemis erythraea is common and widespread in a large part of Europe, is expanding its range northwards and the species is not under any specific threat. Therefore it is assessed as Least Concern.",Increasing,"Crocothemis erythraea is one of the most common and widespread species of Africa, western Asia and southern Europe. It is common and widespread in the southern half of Europe (Boudot et al. 2009) and in the south of Ukraine (Dyatlova 2006). In the last two decades it has been strongly expanding its range in the north being now indigenous to many areas were it previously did not occur (Ott 2007).",The species is common in most of its range and is steadily expanding its range northwards.,"The species occurs at a wide range of running and standing, unshaded waters including rice paddies and brackish lagoons. In the north part of its range it is mostly found at not too shallow, well vegetated waters.",The species is not under any specific threat.,There are no conservation measures needed.,"Kalkman, V.J."
ANIMALIA,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,Trithemis,arteriosa,,,,,NA,,NA,,European regional assessment: Not Applicable (NA). EU 27 assessment: Not Applicable (NA). The presence of Trithemis arteriosa in Europe is less than 1% of its global range. It is therefore assessed as Not Applicable.,Unknown,"This species occurs mainly in North Africa, the Levant and Asia. In Europe, this species is only present in Cyprus. A single female of Trithemis arteriosa has been recorded from Malta in 2002 (Ejeber et al. 2008). This record was subsequently questioned (Sciberras 2008), then proved to be erroneous from photographies and not validated (Boudot et al. 2009). There was also one old record from Rhodos which needs to be confirmed.",The only known populations for Europe are in Cyprus.,"At the moment we have no indication that the species is reproducing in Europe, therefore the exact habitat where it is reproducing in Europe is not known.",Not applicable in Europe.,Not applicable in Europe.,"Boudot, J.-P."
ANIMALIA,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,Trithemis,annulata,,,,,LC,,LC,,European regional assessment: Least Concern (LC). EU 27 assessment: Least Concern (LC). Trithemis annulata is common in a large part of the Mediterranean and showed a strong expansion northwards. Its habitats are not under any specific threats and the species is therefore assessed as Least Concern.,Increasing,"Trithemis annulata is a wide ranging Afrotropical species that has expanded its range in southwestern Europe rapidly in recent decades. It expanded over the whole of the Iberian Peninsula from 1978 onwards and was found in southwestern France for the first time in 1994 (Ferreras Romero 1981, Grand 1994). It is now regularly recorded from the Garonne estuary to the Rhône delta (Grand and Boudot 2006). The same expansion has been noted in Italy and to a lesser extent in the Balkan Peninsula. Recently the species was found at Fuerteventura, Canary Islands (Boudot et al. 2009). Climate change seems to be the main driver of this expansion.",The species is common within its range and is often abundant. Its populations are increasing all over its European range.,"The species inhabits a wide range of mostly standing and unshaded waters. It favours warm conditions and is often found in ditches, gravel pits and small lakes.",This species is not under any specific threat.,None needed.,"Kalkman, V.J."
ANIMALIA,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,Trithemis,kirbyi,,,,,NA,,NA,,European regional assessment: Not Applicable (NA). EU 27 assessment: Not Applicable (NA). The species has only recently been found breeding in one Spanish province. This presence is less than 1% of its global range and it is therefore assessed as Not Applicable.,Increasing,"Trithemis kirbyi is widespread in Africa and the Indian Subcontinent and reaches the southern Mediterranean coast. Recently the species has been found in Sardinia in 2003 (Holuša 2008) and in southern Spain in 2008 (Chelmick and Pickess 2008). In the province of Malaga, it was found breeding in 2008 (Cano-Villegas and Conesa Garcia 2009). It is not unlikely that this is a prelude to an expansion of its range to southern Europe as it has happened with other African species like Trithemis annulata and Brachytremis leucosticta.",The species is not uncommon within its range in the Maghreb and often fairly abundant when found. It is likely that the same will be true for Europe if the species proofs to become a stable part of the European fauna.,"The species has only recently been found reproducing within Europe. Outside Europe, the species breeds in open, largely unshaded streams and runnels with a bare, stony or rocky bottom. The species is often found in open, arid landscapes but is also often present near settlements where it breeds in concrete ditches, and drink water basins for cattle and fountains.",No major threats are known.,No conservation measures are needed at the moment.,"Kalkman, V.J."
ANIMALIA,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,Trithemis,festiva,,,,,LC,,LC,,"European regional assessment: Least Concern (LC). EU 27 assessment: Least Concern (LC). This species is just at its distribution limit in the East Aegean Islands, where it has been recorded for a long time in Rhodos and Cyprus. No major threats are present. In addition, a regular immigration is possible from Anatolia, so that T. festiva is classified LC.",Stable,"Trithemis festiva is a widespread oriental species which reaches its westernmost limit of distribution on the Mediterranean coast of Turkey, Cyprus and Rhodos, where it is rather common.",The species is common within its east Mediterranean range.,"Trithemis festiva occurs in brooks, small rivers, and standing waters including ponds. It seems to tolerate a slight degradation of its habitat.",The species does not face major threats at the moment. The water and pollution levels should be controlled as streams drying up due to over-irrigation and increased drought periods could lead to a decline in the future.,The use of water and pollution levels should be controlled.,"Boudot, J.-P."
ANIMALIA,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,Orthetrum,trinacria,,"Populations from south Iraq and Kuwait have been ascribed to a poorly differentiated subspecies, Orthetrum t. igarashii Asahina, 1973, of which the taxonomic status needs clarification.",,,LC,,LC,,"European regional assessment: Least Concern (LC). EU 27 assessment: Least Concern (LC). Orthetrum trinacria is fairly common in Sicily, Sardinia, Malta, Pantelleria and parts of the southern half of Portugal and Spain. Its habitats are not under specific threat and it might benefit from climate change. The species is assessed as Least Concern.",Stable,"Orthetrum trinacria is a common and widespread Afrotropical species which extends north up to the Ebro Valley in Spain and to the Middle East (Boudot et al. 2009). Records from Turkey have never been confirmed and are considered doubtful. In Europe, the species is known from the southern half of the Iberian Peninsula, Sardinia, Sicily, Malta and the Italian island of Pantelleria. Although now not uncommon in the southern half of the Iberian Peninsula the first record only dates back to 1983 (Belle 1984). This makes it likely that the species has shown an increase in the last decades. The only European record in the east of the Mediterranean is old (prior to 1929) and comes from Rhodos. The species is likely to benefit from climate change.",Within its European range the species is fairly common but seldom abundant.,The species is found in standing waters such as large lakes.,The species is not under any specific threat.,No specific action for this species is needed.,"Kalkman, V.J."
ANIMALIA,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,Orthetrum,chrysostigma,,,,,LC,,LC,,European regional assessment: Least Concern (LC). EU 27 assessment: Least Concern (LC). Orthertrum chrysostigma has a relatively small European range but it is common and not under pressure.,Stable,"Orthertrum chrysostigma is a very widespread and common species on the African continent and in Arabia. It is common in the Levant and from there reaches the southern coast of Turkey, Cyprus and the Greek Islands of Rhodes, Lesbos and Crete (two records only). In West Europe it is found in parts of Portugal and Spain where it reaches north as far as the Ebro delta. The species is likely to benefit from climate change and should be expected to colonise the south of France, Sicily and Sardinia.",The species has a limited range in Europe but is often common when found.,The species is found at both running and standing waters with a strong preference for those which are sunny and shallow.,None at present.,No conservation actions are required.,"Kalkman, V.J."
ANIMALIA,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,Orthetrum,coerulescens,,"Two subspecies of O. coerulescens are currently recognised: O. c. anceps (North Africa, Sardinia, the southern Balkans, southern Ukraine, and the Middle East) and O. c. coerulescens (northern, western and Central Europe). Males with intermediate characteristics were recorded in the Mediterranean region, Hungary and in the Balkans, where the two subspecies overlap (Askew 2004, Mauersberger 1994).",,,LC,,LC,,"European regional assessment: Least Concern (LC). EU 27 regional assessment: Least Concern (LC). Orthetrum coerulescens is widespread and locally abundant in Europe, with no evidence of decline. Therefore, the species is assessed as Least Concern.",Stable,Orthetrum coerulescens is a largely western Palaearctic species which is widespread in Europe and the Maghreb and extends to northwest India in the east (Mauersberger 1994) and southern Fennoscandia in the north. It is largely absent from the Baltic states and countries east of Poland.,The species is widespread within its range and often abundant.,"The species is mostly found at largely unshaded, permanent, small, moderately overgrown, running waters like brooks, runnels or ditches. It inhabits also standing waters, springs, seepages near pools or heathland. The habitat preferences seem to vary across its range, for example, lakes in the north, peat bogs in the west, and intermittent rivers in the Mediterranean.","This species is currently not under threat, but is impacted by the increased demand for irrigation or drinking water. Groundwater extraction can lead to a decrease of the amount of seepage water. In the south and partly in the centre of its range the species is affected by climate change due to the desiccation of brooks and runnels. The abandonment of traditional use of ditches such as mowing and cleaning, leads to the species decline.",The species does not require specific conservation actions at the moment. It is however one of several species inhabiting running waters that may be impacted in the long term by climate change and the increasing demand for water.,"Kalkman, V.J."
ANIMALIA,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,Orthetrum,albistylum,,,,,LC,,LC,,European regional assessment: Least Concern (LC). EU 27 regional assessment: Least Concern (LC). O. albistylum has a fairly large European range and is found in habitats which are not under threat. In recent decades it expanded its range northwards. The species is therefore assessed as Least Concern.,Increasing,"Orthetrum albistylum ranges from western Europe eastwards to Japan and mainly occupies the warmer parts of the temperate region of Europe and Asia. The species is reasonably widespread in eastern Europe where it occurs northwards to central Poland but has a small range in west Europe where it is largely confined to the southern two-thirds of France and northern Italy.The northern distribution within Europe seems to be determined to a large extent by the summer temperatures. An expansion of its range most probably due to the increased summer temperatures was noted in Switzerland, Poland and the German states of Baden-Württemberg and Bayern (Buczyński et al. 2002, Hunger et al. 2006, Monnerat 2005, Weihrauch et al. 2003).",The species has a patchy distribution but is generally not uncommon within its European range. The populations are frequently large.,"The species is mostly found in largely unshaded, warm standing or slow-flowing waters. It frequently occurs at man-made waters like channels, quarries and ponds. The species is also often found at marshes, pools and oxbows in river systems.",The species does not face any major threats.,The ecology of this species is still not well understood and more research is needed. No further conservation measures are needed at the moment.,"Kalkman, V.J."
ANIMALIA,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,Orthetrum,brunneum,,,,,LC,,LC,,European regional assessment: Least Concern (LC). EU 27 regional assessment: Least Concern (LC). Orthetrum brunneum is generally common in southern Europe and there are no reasons to assume that it is declining. The species is less abundant in Central Europe and has expanded its range northwards in the last two decades and this process is continuing. It inhabits a wide variety of habitats and in addition its pioneer behaviour allows it to rapidly colonize man-made aquatic habitats. It is assessed as Least Concern.,Increasing,"Orthetrum brunneum ranges from western Europe and the Maghreb to Central Asia and northeast China (Jödicke et al. 1997). It is common and widespread in large parts of southern Europe. It is scarcer in Central Europe but has in recent years expanded its range northwards up to Lithuania and Latvia (Bernard and Ivinskis 2004, Kalņinš 2008).",This species is generally abundant in Mediterranean Europe. It is less abundant in Central Europe where its occurrence is naturally variable in the aspects of extent and abundance.,"The species is found at sunny brooks, slow-flowing rivers, and ditches, seepages and spring areas, pools, and gravel pits. It is mostly found at sites in early successional stages. It behaves as a pioneer species, which appears promptly at new, often man-made, habitats and often disappears as soon as the vegetation gets higher.",There are no major threats to this species at present. The species benefits from climate change and newly created habitats in the north of its range but may decline in parts of its southern range due to desiccation of streams.,No specific actions are needed for this species.,"Kalkman, V.J."
ANIMALIA,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,Orthetrum,sabina,,,,,LC,,LC,,"European regional assessment: Least Concern (LC). EU 27 assessment: Least Concern (LC). Orthertrum sabina has a very wide global range and only marginally occurs in Europe (Cyprus, Kos, Samos, Rhodos). In total, less than 20 European localities are known. It occupies a broad range of habitats and there is no indication that it may be declining and the species is therefore assessed as Least Concern in Europe.",Stable,"Orthertrum sabina is a very widespread and common oriental species, whose range extends to Australia and China. The westernmost populations are found in the Maghreb and along the Turkish Mediterranean coast. Its European distribution is limited to Cyprus and the Greek islands of Samos, Kos and Rhodos where less than 20 localities are known.","The species is common and often abundant at the Turkish coast. Most European records (Cyprus, Kos, Samos and Rhodos) pertain to less than 10 individuals.","The species inhabits all kind of unshaded standing and slow-flowing waters. It is found at channels, runnels, ponds and easily inhabits man made waters like ditches.",The habitat of the species is not under any specific threat.,None needed at present.,"Kalkman, V.J."
ANIMALIA,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,Orthetrum,taeniolatum,,"This small Orthetrum is mainly Asian in distribution and is replaced in Africa by its sister taxon Orthetrum kollmannspergeri Buchholz, 1959. All North African records of O. taeniolatum therefore need re-examination (Dumont & Veschuren 2005).",,,LC,,LC,,"European regional assessment: Least Concern (LC). EU 27 assessment: Least Concern (LC). Orthertrum taeniolatum is mainly an Asian species which just reaches Europe and occurs on the islands of Cyprus, Rhodos and Lesbos. The species is fairly common on these islands and there are no specific threats to its habitat. The species is therefore assessed as Least Concern.",Stable,"Orthetrum taeniolatum is found in the Indian peninsula and Southwest Asia. It extends from the Indian subcontinent to the Middle East and reaches the Mediterranean coast in Israel, Lebanon, Syria, southern Turkey, and some Greek islands. Records south of Jordan and Israel need re-examination as these might belong to Orthetrum kollmannspergeri (Clausnitzer and Dijkstra 2005, Dumont and Verschuren 2005). In Europe it is confined to Cyprus and the Greek islands of Rhodos and Lesbos (Boudot et al. 2009, Lopau and Adena 2002). The species might benefit from climate change.","The species is generally common within its range. It is fairly common on the three European islands of Cyprus, Rhodos and Lesbos.",O. taeniolatum is found at unshaded standing and slow-flowing waters.,The species is not under any specific threat.,No conservation measures are needed.,"Kalkman, V.J."
ANIMALIA,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,Orthetrum,cancellatum,,,,,LC,,LC,,European regional assessment: Least Concern (LC). EU 27 regional assessment: Least Concern (LC). Orthetrum cancellatum is common and widespread across Europe and is not under any specific threat.,Stable,Orthetrum cancellatum is a widespread European species which occurs eastwards over central Asia to the northern parts of China. It is found all over the European continent including the Mediterranean islands but is absent from the north of Britain and the northern half of Fennoscandia.,This is one of the most common European species and frequently occurs in large populations.,The species is found in largely unshaded standing or slow-flowing waters.,The species is not under threat.,No specific actions are needed.,"Kalkman, V.J."
ANIMALIA,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,Orthetrum,nitidinerve,,,,,VU,A2c+3c; C1,VU,A2c+3c; C1,"European regional assessment: Vulnerable (VU). EU 27 assessment: Vulnerable (VU). The species is presumed to have increased in North Africa but records seem to indicate that it declined in the European part of its range. This can partially be explained by a lack of recent data from some regions (Sicily for instance). More research on its present distribution, population size and habitat is needed. It is inferred that this decline has been 30% or more in the last decade. The species is rare in Europe and might show a continuing decline in the next decades. Based on the number of populations presently known (less than 25) the number of mature individuals is probably less than 10,000, therefore the species is assessed as Vulnerable.",Decreasing,"Orthetrum nitidinerve is endemic to the Maghreb and southwest Europe. The species seems to be most common in the Maghreb, while in Europe it is found in Sicily, Sardinia, near Naples (Italy), Portugal and Spain with the exception of the more humid northwest (Boudot et al. 2009). Relatively few records from 1980 onwards are known for its European range suggesting that the species has declined.",The species is rare in the European part of its range and only small numbers are seen.,The species is found in standing but mostly flowing waters in rather arid areas. All records of O. nitidinerve from Tunisia presented by Jödicke et al. (2000) refer to running waters.,"Regulation of rivers, water extraction and water pollution are the main threats to this species.","Information on habitat, distribution and trends is scant. Therefore, fieldwork is needed to clarify the distribution and habitat requirements of this species.","Kalkman, V.J."
ANIMALIA,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,Zygonyx,torridus,,,,,VU,"B2ab(i,ii,iii,iv)",VU,"B2ab(i,ii,iii,iv)","European regional assessment: Vulnerable (VU). EU 27 assessment: Vulnarable (VU). There are presently (1980 onwards) not more than 18 localities of Zygonyx torridus in Europe, but the populations are extremely fragmented in two aggregates, one in the Canary Islands and the other one in South Iberia. One more record is available from Sicily. One recently known population is now extinct (Kunz et al. 2006). Both subpopulations may be possibly connected with the small Moroccan population, but no data exists in this respect.In Spain, several populations have been lost within the last 20 years due to water use for tourism and agriculture. Ongoing climate change may result in the loss of more locations in the future. In Portugal, the species could not be confirmed since its first records in 1985, possibly due to lack of field investigation.The Canary Islands and particularly Tenerife and Gran Canaria suffer from drought, which has been reported as early as 1967 due to the depletion of the primary Laurisylva ecosystem. Many wells in Tenerife were already dry in 1967, many streamlets are now almost dry in summer and, as an indicator, moist loving ferns have undergone a severe reduction between 1920 and 1970 (Malmquist et al. 1993). The situation is not better at Gran Canaria, where only three permanent streams subsist, in addition to some permanent summer pools in temporary streams and small springs (Nilsson et al. 1998). A future degradation of the habitat and a future decline of the species is expected.Although the species had been assessed NT in the overall Mediterranean Bassin and in North Africa, it should be regarded as Threatened in its European range (EN B2ab(i,ii,iii,iv)). However, due to its evident mobility a rescue effect from North Africa to the Canary Islands and continental Spain remains possible and therefore its status is downgraded to Vulnerable.",Decreasing,"Zygonyx torridus is a widespread African and oriental species with a range extending in the northwest to the Canary Islands, South Iberia, and Turkey and Iran in the east (Bemmerle 2005, Boudot et al. 2009, Kunz et al. 2006). Its distribution in Europe shows a patchy belt with either aggregated or isolated localities stretching from the Canary Islands to South Spain and Sicily (Italy).","In Europe, the species is rare, localised and sometimes incidental, though occasionally it is locally common. Although there is only one record in Sicily and in Portugal, the species is much more common and well established in the Canary Islands and in some Spanish localities.",Typical habitats of Z. torridus in Europe are waterfalls and rapid stretches of permanent rivers and brooks which are partly shaded in the warmer parts of Europe. This is a very mobile species which may be met as groups of vagrant adults elsewhere than in their true reproducing habitats. This species has a good dispersal ability.,"In Iberia and the Canary Islands, human impacts on the natural freshwater resources are the main threat (Kunz et al. 2006). The destruction of Mediterranean running water systems as a result of human consumption for agriculture, urbanization and tourism increase rapidly. Water pollution, over-irrigation with lowering of the water-table and stream drying up, river damming and spring capture are also key threats. Together with climate change with increased drought periods this may result in the loss of breeding habitat.",A regulation of water use and pollution levels in its distribution range is needed and the present breeding habitats should be preserved.,"Boudot, J.-P."
ANIMALIA,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,Diplacodes,lefebvrii,,,,,LC,,LC,,"European regional assessment: Least Concern (LC). EU 27 assessment: Least Concern (LC). Diplacodes lefebvrii has a relatively small European range being confined to southern Iberia, Cyprus and Rhodos. However the species does not seem to be under specific threat and it might benefit from climate change. The species is therefore assessed as being of Least Concern.",Stable,"Diplacodes lefebvrii is a very widespread and common species in especially the non-forested parts of Africa. It is found from the Indian subcontinent to southwest Asia and Arabia. In the Mediterranean it is fairly common on the south and east coast. Its European range is confined to Cyprus, the Greek island of Rhodes and the southern half of the Iberian Peninsula. Its range in Europe seems limited by climatological circumstances and the species might benefit from climate change.",Within its distribution area the species can be locally common.,"The species inhabits standing, unshaded waters. In Europe it is always found at low altitudes often in coastal waters in dunes or coastal wetlands at the marshy edges of pools and lakes. In Cyprus, it was found at a dam lake with a vegetation of Phragmites spp. and Typha spp. (Lopau and Adena 2002).",None at present.,The species is not theatened and its conservation does not have priority. However information on its distribution and habitat is scant.,"Kalkman, V.J."
