Kingdom,Phylum,Class,Order,Family,Genus,Species,Taxonomic Notes,Endemic to Europe,Endemic to EU27,European regional Red List Category,European regional Red List Criteria,EU27 regional Red List Category,EU27 regional Red List Criteria,Rationale of the Red List Category,Population Trend,Range,Population,Habitat,Threats,Conservation Actions,Use and Trade,Red List Assessors
ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HYGROMIIDAE,Actinella,obserata,"Seddon (2008) noted that it appeared closely allied to the Quaternary fossil species Actinella (Faustella) promontoriensis, which also has a bisinuosity, which is more strongly developed, and a shell which appears more globose, with a more shouldered whorl (not as acutely keeled).  #A. #promontoriensis is a common fossil species on the peninsular at the eastern end of the island.",Yes,Yes,CR,B2ab(iii),CR,B2ab(iii),"The species was listed as Vulnerable in 1994, based on Wells and Chatfield (1992). It was given a revised listing as Near Threatened in 1996, based on the same data-set. Since the Walden's surveys in 1970's there has been little new data on this species in spite of extensive survey work in the last known region on the island. # Seddon (2008) suggested the species should now be considered as Data Deficient (version 3.1) due to the lack of recent records. However based on the presence at a single location on the south coast of Madeira  in a region where there has been substantial changes to habitats in the  last 40 years, then using the precautionary principle, the species is now listed as Critically Endangered (CR) B2ab(iii) rather than Data Deficient. #",Unknown,"This species is endemic to Madeira. It is recorded from a single site on the south side of the island, close to Funchal (Seddon 2008).  #There are been very few records of the Actinella fausta group of species #(A. robusta, A. obserata, A. carinofausta, A. fausta) #on the southern coast of Madeira, since Walden (1983) published his checklist where he suggested that there were several taxa with 'A. fausta'.","There are no data on population trends, although the species is believed to be rare.","It is believed to be present on ground and under stones in shrubby/grassland areas, but further research required to confirm the habitats.","The major threat in this part of Madeira is encroaching urbanisation, as well as the construction of an infrastructure to service these towns and villages. # The region had been extensively modified with agriculture, hotel construction and urbanisation since Wollaston visited the island in the 1870's.","There are been very few records of the #Actinella fausta group of species #(A. robusta, A. obserata, A. carinofausta, A. fausta) #on the southern coast of Madeira, since Walden (1983) published his checklist where he suggested that there were several taxa with 'A. fausta'.  #Research is needed to establish the taxonomy and distribution of this species on the island and to make a revised conservation assessment with suggested conservation actions.",This species is not used.,"Seddon, M."
ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HYGROMIIDAE,Actinella,anaglyptica,,Yes,Yes,NT,,NT,,"Seddon (2008) suggested an assessment of Vulnerable D2 (version 3.1) as this #species has a restricted distribution (19 km²) with past threats from habitat degradation as the result of over-grazing. Past assessments have been Vulnerable since 1994. However, the habitats have been recovering for several years now after the removal of goats from the island and hence the removal of the major threat has lead to improved quality of habitat for this species, hence it is given as revised listing as Near Threatened (NT).  #Should the habitats deteriorate, then the species will revert to Vulnerable D2.",Unknown,"Actinella anaglyptica is endemic to the Madeiran Islands where it is restricted to the small island of Islas #Desertas, where it is found in Chao (Cameron and Cook 1999, Seddon 2008).",There is little recent data on population trends for this species.,This species is found in grass tussocks amongst rocks and herbs.,"The habitat degradation on Chao, originally caused by overgrazing leading to soil erosion, with a subsequent decline in quality of habitats and decline in extent of vegetated cover has now been halted.  #However the species remains vulnerable to any changes to the land-area in centre of the island, for example construction or grazing, and as such the threats have declined, and are now subject to land management within the protected areas.","The species has benefited from conservation actions targeted at other species with the aim to control and then remove the goats from Chao.  #This programme has been running for 10 years and has seen large reductions in the goat populations, and hence the habitats are stabilising. Further monitoring is required to review the population levels and recovery of this species.",The species is not utilised.,"Seddon, M."
ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HYGROMIIDAE,Actinella,robusta,"This was listed as Actinella Form III in Waldén (1983), whereas other authors considered the species to be part of Actinella fausta. #Bank et al. (2002) listed it as a valid species. #",Yes,Yes,DD,,DD,,"This was listed as #Actinella #Form III in Waldén (1983), from the island of Madeira. Seddon (2008) noted that the distribution was uncertain, and may lie within the distribution of #Actinella fausta. Further research is needed on the taxonomy and distribution before a conservation assessment can be made for this species. Hence the species is listed as Data Deficient (DD)",Unknown,"This was listed as #Actinella #Form III in Waldén (1983), from the island of Madeira. #Bank et al. (2002) listed it as a valid species. Seddon (2008) noted that the distribution was uncertain, and may lie within the distribution of Actinella fausta.",There is no recent population trend data on this species.,"The distribution is uncertain, and hence the habitats are not known.","The distribution is uncertain, and hence the threats are not known.",Further research is needed on the taxonomy and distribution before a conservation assessment can be made for this species.,There is no known trade in this species.,"Seddon, M."
ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HYGROMIIDAE,Trochoidea,carinatoglobosa,"According to Gittenberger (1991), the status of #Helicella (Jacosta) syrensis carinatoglobosa #(Haas 1934) remains #unclear. Gittenberger (1991) supports that 'this is most probably a separate species, restricted to a small area in the #southern part of the [Cyprus] island. Its generic position is unclear'. Fauna Europaea is classifying the taxon under #Trochoidea (Trochoidea) carinatoglobosa (F. Haas  1934).",Yes,Yes,DD,,DD,,"This species is endemic to Cyprus. The current, quite limited, information for the species' taxonomic status and ecology is inadequate to make a full assessment of its risk of extinction. Hence, the species is listed as Data Deficient. #Nevertheless, #according #to #Gittenberger (1991) it is possible that the species #is #restricted to a small area in the #southern part of the island. In such a case, it would probably be classified as Near Threatened (NT), almost qualifying for Vulnerable (VU) D2, depending on the current distribution and the level of threat to the known sites. #",Unknown,The species is endemic to Cyprus (Gittenberger 1991).,There is no available information on the population trend of this species. #,"The species is known from three locations on the island. #Akrotiri forest (type locality), Cape Gata to Cape Zevgari (Haas 1934, Gittenberger 1991).","The habitat and the ecology of the species is quite unknown and thus a full #assessment #of the possible for the species threats cannot be made. Nevertheless, #grazing and fire can potentially restrict the populations of the species but currently there is no evidence for any direct threats for the species in the near future. #",There is no conservation action regarding the species. More research on the taxonomy of this species is required.,This species is not used or traded.,"Triantis, K. Vardinoyannis, K."
ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HYGROMIIDAE,Trochoidea,elegans,,Yes,Yes,LC,,LC,,"This species is widespread and is common, especially in the south of its range.   There are no major  threats. It is therefore listed as Least Concern   (LC).This species has also been assessed at the regional level:European regional assessment: Least Concern (LC)EU27 regional assessment: Least Concern (LC) at the level of the 27 member States of the European Union",Stable,"This species is widespread in Western Europe, from Greece to United Kingdom.This species is also known from Tunisia and Algeria.",This is a common species in the south of its range.,This species inhabits open calcareous meadows and shrublands.,There are no major threats. Urbanisation might affect the species locally.,There are no conservation measures.,This species is not used.,"Gargominy, O."
ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HYGROMIIDAE,Trochoidea,trochoides,,,,LC,,LC,,This species is relatively widespread and there is no threat known to this species. It is therefore considered to be Least Concern (LC) at the European level and at the level of the 27 member states of the European Union.,Stable,"This species is widespread in the central Mediterranean Europe. It is recorded from Albania, Croatia, France, Italy Serbia and Montenegro, and Spain.It is also known from Algeria and Tunisia.",The size and trend within the subpopulations are supposed to be stable,"This species lives preferably close to the coast, in the vegetation or sand dunes, or on limestone outcrops under a maritime climate regime.",There are no threats to this species.,There is no conservation action in place for this species.,This species is not used.,"Neubert, E."
ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HYGROMIIDAE,Trochoidea,cumiae,The subpopulation on Lampione constitutes perhaps an undescribed conchologically well characterised subspecies.,Yes,Yes,NT,,NT,,"Like many of the small xerotolerant Hygromiids, T. cumiae is able to build up new colonies with many individuals and the extreme fluctuation in densities is part of its life strategy. On the other hand in phases of low density the populations are sensitive to alterations or loss of biotopes. In view of the restricted extent of occurrence (EOO = 21 km2) and the scattered occurrences this may form a serious threat under increasing anthropogenic pressure. The special population on Lampione seems to be seriously threatened, as surveys in 2000 did not find any living specimen (Cianfanelli in Corti 2002). The species is therefore considered to be Near Threatened (NT), almost meeting criteria B.",Unknown,"This species is endemic to Italy. Trochoidea cumiae is mostly find in scattered sites near the coast, rather evenly distributed over the island of Lampedusa and the small adjoining islet Isola dei Conigli. A special form occurs exclusively on Lampione.","There are no data available on the population trend. The populations are fluctuating, and are normally rich in individuals.","This snails occurs in wild grassland, herbaceous edges of cultivated land, and Mediterranean garigues.","Urbanisation and tourism development are impacting this species, as well as agriculture.",There are no conservation actions in place.,This species is not used.,"Falkner, G., Falkner, M. von Proschwitz, T."
ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HYGROMIIDAE,Trochoidea,liebetruti,,Yes,Yes,NT,,NT,,"This species is restricted to coastal areas of Cyprus. It's maximum extent of occurrence is 9,248 km2. Its habitat quality is declining due to tourist activities and development. # However, it occurs in more than ten locations. Thus, it is assigned in the Near Threatened category, almost qualifying for B1b(iii).",Unknown,The species is endemic to Cyprus (Gittenberger 1991).,There is no available information on the population trend of this species. #,The species seems to be restricted in the coastal areas of Cyprus.,"Coastal areas are strongly #affected #by human activities, especially on islands like Cyprus, with a lot of tourism activity. Since the species is restricted in the coastal areas of Cyprus, there is a high #probability #that its populations, have been, and will be effected by human activities and the destruction of its habitat.","The species has been reported from the Natura 2000 site (Alykes Larnakas; #CY6000002), but #there is no conservation action regarding the species.",This species is not used or traded.,"Triantis, K."
ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HYGROMIIDAE,Trochoidea,pyramidata,,,,LC,,LC,,This species is relatively widespread and there is no threat known to this species. It is therefore considered to be Least Concern (LC) at the European level and at the level of the 27 member states of the European Union.,Stable,"This species is widespread in the mediterranean Europe, and locally abundant. It is recorded from Albania, Croatia, Cyprus, France, Greece, Italy, Macedonia, the former Yugoslav Republic of, Serbia and Montenegro, Spain.This species is very abundant in Northern Africa, Near East and Turkey.",The size and trend within the subpopulations are supposed to be stable.,"This species lives preferably close to the coast, in the vegetation or sand dunes, or on limestone outcrops under a maritime climate regime.",There are no threats to this species.,There is no conservation action in place for this species.,This species is not used.,"Neubert, E."
ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HYGROMIIDAE,Trochoidea,caroni,"The correct year of publication is1832 (see Sherborn 1924, Index Animalium, Sect. 2, Part 5: p. 1110).",Yes,Yes,LC,,LC,,The species seems to be expending and there are probably no major threats to the species. It is therefore classified as Least Concern (LC).,Increasing,"This species is endemic to Italy. Up to now, it is known as extant in Western Sicily and on Capri, and from fossil occurrences on Malta. In Sicily, it is distributed between Palermo and Trapani, on the Aegadian islands, and in the Madonie. In 2007, A. Hallgass (in: Forum Natura Mediterraneo) has found the species for the first time on the Italian mainland in the province Latina: an extant subpopulation in the Ausoni mountains near Terracina and empty shells in the Aurunci mountains near Formia.","There are no data available, however, the population seems to be increasing.","This species occurs on calcareous rocks in mountainous regions, in the Madonie, it is also found under marly stones.",The species seems to be expending and therefore there are probably no major threats to the species.,There are no conservation actions needed.,This species is not used.,"Falkner, G., Falkner, M. von Proschwitz, T."
ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HYGROMIIDAE,Euomphalia,strigella,"A synonym of this species is #Helix podolica Westerlund, 1897.",Yes,,LC,,LC,,This species is relatively widespread and there is no threat known to this species. It is therefore considered to be Least Concern (LC).,Stable,"This species is endemic to and widespread in Europe. It is recorded from Andorra, Austria, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Italy, Latvia, Liechtenstein, Lithuania, Macedonia, the former Yugoslav Republic of, Moldova, Republic of, Norway, Poland, Portugal, Romania, Russian Federation, Serbia and Montenegro, Slovakia, Slovenia, Spain, Sweden, Switzerland, Ukraine.According to #Kantor et al (2009), this species is also found in the #East-European Plain to 61° N in the north, to the Black and Caspian seas  in the south, to left bank of the Volga in the east; isolated findings  #are recorded from the Ural (Belaya River basin and vicinities of Ekaterinburg).",The size and trend within the subpopulations are supposed to be stable.,"This species is known from hedgerows and temperate shrublands and forests, and also from open rocky areas.",There are actually no threats to this species.,There is no conservation action in place for this species.,This species is not used.,"Neubert, E."
ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HYGROMIIDAE,Canariella,squamata,,Yes,Yes,NT,,NT,,"There are four # known locations and the area of occupancy is smaller than 20 km2, but there is no current major threat and no reason to suppose that the extent of occurrence, area of occupancy, quality of habitat, number of locations, number of sub-populations or the number or mature individuals are declining or extremely fluctuating. Therefore, it is assessed as Near Threatened, almost meeting criteria B.",Unknown,This species is endemic to the island of La Gomera. It lives restricted to a single valley in the north of the island. This species is recorded from four locations and five sites.,There are no data on the population size or trend.,This species lives in the dry temperate shrub vegetation (Piso basal) and Fayal-Brezal.,There are no threats to this species known.,There is no conservation action in place for this species.,This species is not used.,"Groh, K. Neubert, E."
ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HYGROMIIDAE,Canariella,subhispidula,"This species has been treated as a variation of Canariella hispidula by Ibanez et al. (1995). However, currently this form is considered as a separate species (Bank et al. 2002).",Yes,Yes,LC,,LC,,"This species is known from a # relatively small area, but there is no known major threat to this species. Its area is fully protected. It is therefore considered to be Least Concern (LC).",Unknown,This species is endemic to the island of Tenerife. It lives in a small area on the northeastern part of the island.,There are no data on the population size or trend.,This species lives in the humid parts of the local pine forests (Pinar).,There are no threats to this species known.,The complete distribution area is under local conservation schemes.,This species is not used.,"Groh, K. Neubert, E."
ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HYGROMIIDAE,Canariella,tillieri,,Yes,Yes,NT,,NT,,"This species is endemic to the north of the island of La Palma. The range of this species is very restricted, with an extent of occurrence of # 100 km2 and an area of occupancy of 4 km2. There are four known locations, but there is no current major threat and no reason to suppose that extent of occurrence, area of occupancy, quality of habitat, number of locations, number of sub-populations or the number or mature individuals are declining or extremely fluctuating. Therefore, it is assessed as Near Threatened, almost meeting criteria B.",Unknown,This species is endemic to the north of the island of La Palma.,There are no data on the population size or trend.,This species lives in the dry temperate shrub vegetation (Piso basal).,There are no threats to this species known.,There is no conservation action in place or needed for this species.,This species is not used.,"Groh, K. Neubert, E."
ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HYGROMIIDAE,Canariella,fortunata,"This species has been treated as a variation of Canariella hispidula by Ibanez et al. (1995). However, currently this form is considered as a separate species (Bank et al. 2002). This species is polytypic and comprises the nominal subspecies and C. fortunata beata Wollaston, 1878.",Yes,Yes,VU,"B1ab(ii,iii)+2ab(ii,iii)",VU,"B1ab(ii,iii)+2ab(ii,iii)","This species is endemic to the island of Tenerife. This species is recorded from 9 locations and 14  sites, the extent of occurrence is 400 km2, however, the area of  occupancy is quite limited to 36 km2. However, part of the species distribution occurs in a a protected area, and hence the threats related to the increasing urbanisation (and the resulting decrease in habitat quality and availability) affect half of the population. This species is therefore assessed as Vulnerable (VU) B1ab(ii,iii)+2ab(ii,iii).",Unknown,"This species is endemic to the island of Tenerife. It lives on the east coast of the island. This species is recorded from nine locations and 14 sites, the extent of occurrence is 400 km2, however, the area of occupancy is only 36 km2. The distribution area of the nominal subspecies is severely fragmented (half of the sites known for this species are impacted).",There are no data on the population size or trend.,This species lives in the dry temperate shrub vegetation (Piso basal).,"Potential threats to this species are destruction of the habitat by quarrying, urbanisation, road construction. This particularly concerns the nominal subspecies, which lives in the fast developing south-eastern coastal area around St. Cruz de Tenerife. The subspecies C. f. beata is not affected since it lives in a protected area on the southern slopes of the Anaga mountains.",The subpopulations of the subspecies C. f. beata lives in a protected area on the southern slopes of the Anaga mountains. The nominate subspecies is not protected.,This species is not used.,"Groh, K. Neubert, E."
ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ORCULIDAE,Orcula,spoliata,Gittenberger (1978) separated Orcula spoliata and O. austriaca as two distinct species.,Yes,Yes,DD,,DD,,"This species is endemic to Italy with scattered localities mainly in South Tyrol and adjacent Venetia. There is very little data on population size and trends. Potential threats have been identified as alpine pasturing,  touristic exploitation and afforestation. Due to the lack of current data, this species is assessed as Data Deficient (DD). However, if new evidence shows that the population is declining, it might qualify for a threatened category.",Unknown,"The species is endemic to Italy with scattered localities mainly in South Tyrol and adjacent Venetia: north-eastern Dolomites, Schlern and Val di Non Monti Lessini.","The exact population size of this species is unknown, and there is no data on population trends.",This species is found on grassy calcareous rock ledges and on vegetated semi-open boulder slopes.,"Probable threats to this species are thought to be through alpine pasturing, tourist activities and afforestation.","There are no conservation actions in place for this species. Research to assess the population size and trends in known localities is proposed as well as to gauge the level of threat of alpine pasturing, tourist activities and afforestation may be causing. The known extent of occurrence (EOO) is relatively small at less than 5,000 km2, so research to attempt to identify new sites is also suggested.",This species is not utilized.,"Falkner, G., Falkner, M. von Proschwitz, T."
ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ORCULIDAE,Orcula,gularis,"This is a polytypic species with the currently accepted subspecies being: Orcula gularis gularis and O. gularis oreina Pilsbry, 1934.",Yes,Yes,LC,,LC,,This species has two separate areas of distribution: in the southern  Alps from the north-eastern Dolomites to the Kamniške Alps (Steiner  Alpen); and in the north-eastern calcareous Alps from Berchtesgaden (Germany) to Semmering (Austria). This wide distribution of the species and lack of any evidence of population decline or threats means that it is assessed as Least Concern (LC).This species has also been assessed at the regional level:European regional assessment: Least Concern (LC)EU27 regional assessment: Least Concern (LC) at the level of the 27 member states of the European Union.,Unknown,"This species is found in Austria, Slovenia, Germany and Italy. Fauna Europaea (Bank et al. 2006) also lists Romania as a country of occurrence, however this is considered to be probably erroneous. The species has two separate areas of distribution: in the southern Alps from the north-eastern Dolomites to the Kamniške Alps (Steiner Alpen); and in the north-eastern calcareous Alps from Berchtesgaden (Germany) to Semmering (Austria).","The exact population size of this species is unknown, and there is no data on population trends.",This species is found on grassy calcareous rock ledges and vegetated semi-open boulder slopes. The subspecies O. gularis oreina is found in areas of high altitude.,Any threats to the species are currently unknown.,The subspecies O. gularis oreina is listed as Vulnerable (VU) in the Austrian Red list (Reischütz and Reischütz 2007).There are no conservation actions required at present for this species as a whole.,This species is not utilized.,"Falkner, G., Falkner, M. von Proschwitz, T."
ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ORCULIDAE,Orcula,wagneri,"The species has two subspecies, the nominate subspecies is distributed in Albania and in Greece, whereas the subspecies Orcula wagneri ljubotinensis Sturany 1914 is found in the Shar Planina region (Ljubotin) in the boarder region of Macedonia (FYROM) and Kosovo.",Yes,,NT,,NT,,"This species is found in #Macedonia, Kosovo, Albania, Greece and Serbia. The number of known locations is around six and the area of occupancy is between 20-24 km2. The population appears to be stable. #However the small range size could be threatened if future threats appeared. This species is listed as Near Threatened, being close to the criteria threshold for Vulnerable. #The isolated occurrence of #Orcula wagneri ljubotinensis #might need more conservation attention and taxonomic research to determine whether it is in fact a species and in this case it would receive a higher threat class.",Stable,"Orcula wagneri ljubotinensis  Sturany, 1914 is found in the Shar Planina region (Ljubotin) in the border  region of Macedonia (FYROM) and Kosovo. The nominate species is also known from ""East of Anilio, Strassentunel"" and from some localities in Albania (Periferi Berat, Periferi Malësia, Periferi Skrapar) (according to the collection of the HNHM).","Due to the fact that the potential locations of the species are difficult to access and therefore the species’ range is quite unexplored, there are no data on population trend. The population is thought to be stable.",The species lives at high altitude around 2000 m. The habitat type where this species is found is alpine meadow. The snails can be found under limestone rocks (Z. Fehér pers. comm. 2010).,"This species is not very sensitive to ecosystem modification or other realistic threats. Local sub-populations might be threatened by the complete or severe destruction of the vegetation (deforestation followed by erosion, fire, etc.). Considering that inhabits inaccessible locations, drastic ecosystem modification is only a ""hypothetical"" threat.","The species is not protected at national level in the countries where it occurs, but most of the known populations are known from protected areas or their habitat is largely inaccessable.",This species is not used or traded.,"Pall-Gergely, B."
ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ORCULIDAE,Orcula,pseudodolium,,Yes,Yes,NT,,NT,,"This species meets the area requirements under criterion B for Endangered (EN) (extent of occurrence = 280 km2 and area of occupancy = 50 km2). The quality of habitat is declining, however the population is not severely fragmented and is known from about 40 localities. Therefore this species is assessed as Near Threatened (NT).",Decreasing,The species is endemic to Upper Austria and Styria; found in the northern Alps between the rivers Traun and Enns.,"The population is known from about 40 localities, but is decreasing.","This is a sub-alpine species, found under mossy boulders on wooded slopes or on grassy calcareous rock ledges or rock surfaces.","Identified threats to the species are through alpine pasturing, tourist activities and afforestation with spruce trees (Picea).","The species is listed as Near Threatened (NT) on the Austrian Red List (Reischütz and Reischütz 2007). Conservation actions are not required at present, however, due to the fact that the population is observed to be in decline, monitoring of the population trend is necessary to see if this continues. If this is the case, conservation actions may be required, such as through habitat protection in known sites by restricting identified threats such as afforestation, detrimental tourism activities and pasturing.",This species is not utilized.,"Falkner, G., Falkner, M. von Proschwitz, T."
ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,TRISSEXODONTIDAE,Gittenbergeria,turriplana,"Type locality: ""Loulé"" (Algarve) (Portugal). G. #turriplana has been judged closely #related to #Oestophora by some authors #(Ortiz de Zárate 1962; Schileyko 1971; Prieto et #al. 1993; Puente 1996; Steinke et al. 2004). However, #Schileyko (1991, 2005) #considered the Gittenbergeriinae a proper taxon classifying it as a subfamily within his Helicodontidae. New molecular evidences are in agreement with Schileyko and moreover, following the CLECOM system arrangement (Bank #et al. 2001), propose to consider the Gittenbergeriidae Schileyko, 1991 as a separated family #monotypic for Gittenbergeria turriplana (unpublished data).",Yes,Yes,NT,,NT,,"Even though this species seems well adapted to human activities, #Gittenbergeria turriplana is an endemic species, with a small range, and is therefore considered as Near Threatened (NT).",Unknown,This is an endemic species of Algarve in Portugal (Puente 2006).,"There are no population trends for this species, but it is frequent and locally very common.","This species lives in low altitudes on calcareous substrate, near the coast. It is frequent on old walls and in old gardens and parks in cities. It is also found in shrublands and cultivated areas.","Although this species seems to be well adapted to human influence, it is currently facing some issues related to the increased #urbanization. Pollution is also a concern.","It would be important to investigate the relation between this species and human activities. #Although it appears to be well adapted to the life in highly degraded biotopes, such as gardens, it would be necessary to identify the extent to which these sites are really suitable for the species and whether population trends are as positive as they seem to be or not.",Species not utilized,"Arrébola, J."
ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,TRISSEXODONTIDAE,Gasullia,gasulli,"Type locality: ""Valverde del Camino"" (Huelva). This species has a controversial taxonomic history which is summarized by Arrébola, Prieto, Puente and Ruiz (2006). These authors, that contribute an updated diagnosis for the Trissexodontidae genera Oestophora, Gasullia, Suboestophora and Hatumia n. gen., consider #Gasullia for G. gasulli",Yes,Yes,NT,,NT,,"S. gasulli #is listed as Near Threatened (NT) almost meeting criteria B, as it is endemic to the south-west of Andalusia, its extent of occurrence is relatively restricted (EOO = 500 km2) and human activities impact some part of its range. However, it # is found in 13 locations, it is not severely fragmented and part of its range is included in natural protected sites.",Unknown,"The south western Iberian endemic G. gasulli #is known from western Sierra Morena (in the provinces of Huelva and Sevilla) and its northern foothills (Badajoz province) #(Arrébola, Prieto, Puente and Ruiz 2006). Sierra Morena is the main mountain chain in the south-west of Spain.",There are no population data about this species.,"Like H. zapateri, it is more frequently found at lower altitudes in the Sierra Morena than in higher ones. It lives in habitats dominated by rockrose (Cistus spp.) and cork and holm oak (Quercus spp.) in a generally non-calcareous area. Within the region S. gasulli lives on river banks, areas with certain anthropic influence and even under pines and eucalyptus. The individuals are usually found hidden under trunks and stones. #H. zapateri #and #G. gasulli #show certain ecological common aspects and occupy similar biotopes in contiguous areas of Sierra Morena #(Arrébola, Prieto, Puente and Ruiz 2006).","Because #H. zapateri #and #G. gasulli share certain ecological aspects and occupy similar biotopes in contiguous areas of Sierra Morena, the threats affecting them are also partially common. Despite the fact that the ranges of both species are mainly included in protected natural sites, some of the localities where they have been cited are close to human settlements with some agricultural or livestock development. These and other human activities have strongly degraded these places, where the species could be #progressively #disappearing. It would be important to quantify the proportion of the area of occupancy included in this type of sites and the proportion corresponding to more natural and better preserved places.","Biological studies, population estimates and some species and habitat monitoring are needed. #Some of the subpopulations live in natural protected sites (i.e. Sierra Norte of the Sevilla Natural Park). #This species is included in the ""Conservation and Sustainable Use of Andalusian Snails Program"" promoted by the Andalusian Regional Ministry of Environment (Junta de Andalucía). It is classify as Near Threatened in the Spanish Atlas of # Threatened Invertebrates (Verdú and Galante 2009) and as Least Concern in the Red book of Andalusian Invertebrates (Barea-Azcón, Ballesteros-Duperón and Moreno 2008).",This species is not used.,"Arrébola, J."
ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,TRISSEXODONTIDAE,Suboestophora,boscae,,Yes,Yes,LC,,LC,,"This species is endemic to the provinces of Valencia and Alicante in Spain. This species is widespread in this area (Extent of occurrence = 13,200 km2 and 40 locations), is currently not impacted by potential threats, and many of the populations are protected in nature reserves, therefore it is assessed as Least Concern (LC).",Stable,"This species is endemic to Spain, where it is found across the province of Valencia and in the north of the province of Alicante.","The population of this species is stable, with good numbers of specimens present.","This species lives under rocks and crack, in verbiage and in caves, as does the rest of the species of the genus Suboestophora.","The main threats to this species are fires, quarrying, urban expansion, extension of roads, temperature extremes and drought.",Many of the populations of this species are protected in nature reserves. Due to the large number of populations found it is though that this species is not threatened.,This species is not utilized.,"Martínez-Ortí, A."
ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,TRISSEXODONTIDAE,Suboestophora,altamirai,"This species was originally described as Oestophora (Suboestophora) tarraconensis altamirai, dedicated to Carlos Altimira. Martínez-Ortí (1999) proposed to correct this mistake by naming this species as S. altimirai.Suboestophora altimirai was considered a subspecies of S. tarraconensis. Based on anatomical studies of the reproductive system, the taxon has been raised to the species level (Martínez-Ortí 1995).",Yes,Yes,VU,D2,VU,D2,"This species is endemic to Castellón province, Spain, where is has a restricted Area of occupancy (AOO = 400 km2) and Extent of occurrence (EOO = 2,000 km2). It is known from only two locations. The main past and current threats are fires, urban expansion (housing), widening of roads and deforestation for road and path construction. These threats are causing a decline in the quality and extent of parts of its habitat, but not a continuous decline across all of its habitat. In the future fires and housing could potentially significantly affect this species and it is therefore listed as Vulnerable (VU D2).",Stable,This species is endemic to Spain where it is restricted to the Castellón province.,"There are no population studies of this species, but the population is thought to be stable.","This species lives under stones, trunks and humus, in pinnates and groves of evergreen oaks, as well as at the entrance of caves. It is found between altitudes of 260 and 640 m and is frequent on silicon substrates.","The main threats to this species are fires and urban expansion (housing). Quarries, extension of roads, temperature extremes, drought and collecting of shells are other potential threats.","This species is found in several regional parks, however the protection of this habitat and of the known populations of this species is  recommended. A conservation plan is considered to be necessary, and research relating to the population trends are needed.",This species is collected for shell specimens.,"Martínez-Ortí, A."
ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,TRISSEXODONTIDAE,Suboestophora,tarraconensis,,Yes,Yes,NT,,NT,,"This species is endemic to Spain where it is found in the Catalonian-Valencian region. It has an extent of occurrence of 25,000 km2, and area of occupancy of 224 km2 and has fourteen locations. Currently it does not qualify for a threatened category, but its populations are severely fragmented, present a low density of specimens and it is facing major threats from fire and anthropogenic pressure (urban expansion and roads). Therefore it has been assessed as Near Threatened (NT).",Stable,"This species is endemic to Spain where it is found in the provinces of Castellón, Tarragona and south of Barcelona.","This species has a fragmented area of occupation, and its populations present a low density of specimens.","This species lives under stones, trunks, humus, in cracks of walls and between the hollows that leave the rocks, up to a depth of 40 cm, where the dampness is higher. It can be found in pine and evergreen oak forests, Mediterranean bushes and caves, principally in the entrances where organic matter has accumulated, between altitudes of 200 and 800 m.","The majority of the populations of this species are in protected areas, nevertheless there are threats that can affect them seriously. The threats include fires, drought, urban expansion, quarrying, road modifications, deterioration of the caves and specimen collecting. The limited dispersal ability and low population density of this species could compound the effects of these threats.","The majority of the populations of this species are included in protected areas such as EIN (Espais Naturals d'Interés in Catalonia), LIC or Nature Reserves. In addition caves are protected in the Valencian community. The recommended conservation actions for this species are to draw up a Plan of Conservation and to protect those populations not currently found in protected areas.",This species is collected for shell specimens.,"Martínez-Ortí, A."
