Kingdom,Phylum,Class,Order,Family,Genus,Species,Taxonomic Authority,European regional Red List Category,Endemic to Europe,European regional Red List Criteria,EU28 regional Red List Category,EU28 regional Red List Criteria,Endemic to EU28,Population Trend,Red List Assessors,Red List Contributors,Red List Reviewers,Taxonomic Notes,Rationale of the Red List Category,Population,Range,Habitat,Use and Trade,Threats,Conservation Actions
ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Parnassiana,menalon,"Willemse, 1975",CR,Yes,"B1ab(iii,v)",CR,"B1ab(iii,v)",Yes,Decreasing,"Willemse, L.P.M., Hochkirch, A., Heller, K.-G., Kati, V., Papapavlou, K. & Tzirkalli, E.","Danielczak, A.","Bushell, M., Cálix, M. & Nieto, A.",,"The Menalon Greek Bush-cricket (Parnassica menalon) is endemic to Greece and is only known from Mt. Menalon in the central part of the Peloponnesus. This species is assessed as Critically Endangered since it has a restricted geographic range (area of occupancy is 20 km² and extent of occurrence is 25 km²), it occurs at only one location, and there is a continuing decline in the number of mature individuals and in the extent and quality of its habitat, due to the negative effects of skiing activities and expansion of forest habitats. Climate change may pose a future threat to this species due to its restricted altitudinal range. Further research is needed on this species, particularly into the population size and trend, its ecology and threats. In addition, proper management of the habitat is required, focusing on the skiing activities and maintaining the open landscape.","There is a continuing decline in the population due to the ongoing threats to the habitat of this species, particularly skiing activities and the expansion of forested areas.","The Menalon Greek Bush-cricket is endemic to Greece and is only known from Mt. Menalon in the central part of the Peloponnesus (Willemse 1980). This species' extent of occurrence (EOO) is 25 km², and its maximum area of occupancy (AOO) is 20 km².","All Greek bush-crickets are found at altitudes above 1,200-1,300 m on open, more or less rocky, slopes covered with herbs, grasses and small spiny bushes. Individuals tend to hide in bushes and small spiny shrubs. This short-winged species has been found at altitudes above 1,550 m on Mt. Menalon.",The species is not utilized.,"The mountain slopes where this species is found are used for skiing in the winter. The expansion of the ski centre in the area is under discussion, and this would negatively affect this species. An increase in forested areas in this species' range also poses a threat. Taking into account the extent of the effects of skiing activities and afforestation practices, and the distribution of this species, it is considered to occur only one location. Climate change is a potential future threat, given the narrow altitudinal range of this bush-cricket.","No conservation measures are in place for this species, but it occurs in at least one protected area. Further research is needed on this species, particularly into the population size and trend, its ecology and threats. In addition, proper management of the habitat is required, focusing on the skiing activities and maintaining the open landscape."
ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Parnassiana,nigromarginata,"(Willemse & Willemse, 1987)",CR,Yes,"B1ab(iii,v)+2ab(iii,v)",CR,"B1ab(iii,v)+2ab(iii,v)",Yes,Decreasing,"Willemse, L.P.M., Hochkirch, A., Heller, K.-G., Kati, V., Papapavlou, K. & Tzirkalli, E.","Danielczak, A.","Bushell, M., Cálix, M. & Nieto, A.",,"The Akarnanika Greek Bush-cricket (Parnassiana nigromarginata) is endemic to Greece and is only known from Mt. Akarnanika, in the extreme southwestern part of the Greek Mainland. This species is assessed as Critically Endangered since it has a restricted geographic range (maximum extent of occurrence is 25 km², area of occupancy is 4-10 km²), occurs at only one location, and there is a continuing decline in the number of mature individuals and the extent and quality of the habitat, due to intensive grazing and, possibly, climate change. Further research is needed on this species, particularly into the population size and trend, its ecology and threats.","This species has a very small population size, and it is inferred that there is a continuing decline in the number of individuals caused by intensive grazing.","The Akarnanika Greek Bush-cricket is endemic to Greece and is only known from Mt. Akarnanika, in the extreme southwestern part of the Greek Mainland (Willemse and Willemse 1987). This species' extent of occurrence (EOO) is 25 km², and its area of occupancy (AOO) is between 4 and 10 km².","This short-winged species was discovered in 1986 at elevations of 1,000-1,450 m Asl on Mt. Akarnanika. It is found on open, more or less rocky slopes covered with herbs, tussocks of grass and small spiny bushes. Individuals tend to hide in bushes and small spiny shrubs.",The species is not utilized.,"Contrary to other Parnassiana species, this bush-cricket occurs in a relatively low mountain range (1,598 m asl). Since it is not able to shift its distributions upwards, this species is assumed to be threatened by climate change. In addition, this species' range is heavily grazed by sheep, goats and pigs, which is likely to have caused its decline. Taking into account the extent of the effects of climate change and grazing, and the distribution of this species, it is considered to occur only one location.","No conservation measures are in place for this species, and it does not occur in any protected areas. There is a strong need for research on this species, particularly into the population size and trend, its ecology and threats. A proper management of the local grazing regime is required to preserve this species."
ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Parnassiana,panaetolikon,"Willemse, 1980",CR,Yes,B1ab(v),CR,B1ab(v),Yes,Decreasing,"Willemse, L.P.M., Hochkirch, A., Heller, K.-G., Kati, V., Papapavlou, K. & Tzirkalli, E.","Danielczak, A.","Bushell, M., Cálix, M. & Nieto, A.",,"The Panaitoliko Greek Bush-cricket (Parnassiana panaetolikon) is endemic to Greece, and is only known from Mt. Panaitolikon in the southwestern part of the Greek mainland. This species is assessed as Critically Endangered since it has a very restricted geographic range (extent of occurrence is ca 25 km²), it occurs at only one location, and there is an inferred continuing decline in the number of mature individuals, as it has become very rare and difficult to find recently. Even though the decline of this species is not well understood, it is known that the mountain slopes where it occurs are grazed by sheep and goats during the summer, and any changes to the grazing regime such as intensification or abandonment would be likely to affect this bush-cricket. Further research is needed on this species, particularly into the population size and trend, its ecology and threats. In addition, proper monitoring and management of the grazing regime is required to protect this species.","This bush-cricket tends to hide in bushes and shrubs and is not easy to monitor. Density estimates for this species have not been carried out yet, but it has become very rare and has been even more difficult to find recently. This species is therefore assumed to be in continuous decline.","The Panaitoliko Greek Bush-cricket is endemic to Greece, and is only known from Mt. Panaitolikon in the southwestern part of the Greek mainland (Willemse 1980). This species' extent of occurrence (EOO) is 25 km², and its area of occupancy (AOO) between 8 and 20 km².","All Greek bush-crickets are found at altitudes above 1,200-1,300 m on open, more or less rocky, slopes covered with herbs, grasses and small spiny bushes. Individuals tend to hide in bushes and small spiny shrubs. This short-winged species is found at elevations of 1,400-1,600 m asl.",The species is not utilized.,"The reasons for the decline of this species are poorly understood. The mountain slopes where this species is found are used for grazing by sheep and goats during the summer, and any changes to the grazing regime (intensification, abandonment) could significantly affect it. Taking into account the extent of the effects of the grazing and the distribution of this species, it is considered to occur at only one location.","No conservation measures are in place for this species, but it occurs in at least one protected area. Prior to any conservation measures, further research is needed on this species, particularly into the population size and trend, its ecology and threats. In addition, proper monitoring and management of the grazing regime is required to protect this species."
ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Parnassiana,parnassica,"(Ramme, 1926)",CR,Yes,"B1ab(iii,v)",CR,"B1ab(iii,v)",Yes,Decreasing,"Willemse, L.P.M., Hochkirch, A., Heller, K.-G., Kati, V., Papapavlou, K. & Tzirkalli, E.","Danielczak, A.","Bushell, M., Cálix, M. & Nieto, A.",,"The Parnassos Greek Bush-cricket (Parnassiana parnassica) is endemic to Greece, and is known from two mountains in the southeastern part of the Greek mainland. This species is assessed as Critically Endangered since it has a very restricted geographic range (extent of occurrence (EOO) is 40 km²), the population is severely fragmented, and there is an inferred continuing decline in the number of mature individuals and in the extent and quality of the habitat, due to grazing and skiing activities. Further research is needed on this species, particularly into the population size and trend, its ecology and threats.","Greek bush-crickets tend to hide in bushes and shrubs and are not easy to monitor. Density estimates for this species have not been carried out yet and there is no available information on the population trend. However, the population is assumed to be in decline due to the ongoing threats to its habitat (grazing and skiing activities). The subpopulations are small and isolated, with no or little genetic exchange between them (this bush-cricket is flightless), and the population is therefore considered to be severely fragmented.","The Parnassos Greek Bush-cricket is endemic to Greece, and is known from two mountains in the southeastern part of the Greek mainland (Willemse 1980, Willemse and Willemse 2008). This species' extent of occurrence (EOO) is 40 km², and its area of occupancy (AOO) is estimated to be 12-40 km².","All Greek bush-crickets are found at altitudes above 1,200-1,300 m on open, more or less rocky, slopes covered with herbs, grasses and small spiny bushes. Individuals tend to hide in bushes and small spiny shrubs. This short-winged species is found at elevations of 1,500-1,750 m Asl.",The species is not utilized.,"This species occurs in an area which is affected by skiing activities (Mt. Parnassos). Furthermore, it occurs in areas grazed by sheep and goats; any changes to the grazing regime (intensification, introduction of cattle grazing, abandonment) may negatively affect the species.","No conservation measures are in place for this species, but it occurs in at least one protected area - Mount Parnassos has been a National Park since 1938. Further research is needed on this species, particularly into the population size and trend, its ecology and threats. The habitat of this species, particularly the grazing and skiing activities, needs to be properly managed."
ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Parnassiana,parnon,"Willemse, 1980",VU,Yes,D2,VU,D2,Yes,Unknown,"Willemse, L.P.M., Hochkirch, A., Heller, K.-G., Kati, V., Papapavlou, K. & Tzirkalli, E.","Danielczak, A.","Bushell, M., Cálix, M. & Nieto, A.",,"The Parnon Greek Bush-cricket (Parnassiana parnon) is endemic to Greece and is only known from Mt. Parnon in the southeastern part of the Peloponnesus. This species is assessed as Vulnerable since it has a restricted geographic range (maximum area of occupancy (AOO) is 20 km²), it occurs at only one location, and any changes to the grazing regime in its range could drive the species to become Critically Endangered or Extinct in a very short time. Further research is needed on this species, particularly into the population size and trend, its ecology and threats. The local grazing regime needs to be adequately managed to preserve this species.",Greek bush-crickets tend to hide in bushes and shrubs and are not easy to monitor. Density estimates for this species have not been carried out yet and there is no available information on the population trend.,"The Parnon Greek Bush-cricket is endemic to Greece and is only known from Mt. Parnon in the southeastern part of the Peloponnesus (Willemse 1980). This species' extent of occurrence (EOO) is 25 km², and its maximum area of occupancy (AOO) is 20 km².","All Greek bush-crickets are found at altitudes above 1,200-1,300 m on open, more or less rocky, slopes covered with herbs, grasses and small spiny bushes. Individuals tend to hide in bushes and small spiny shrubs. This short-winged species is found at elevations of 1,500-1,935 m Asl.",The species is not utilized.,"The mountain slopes where this species is found are used for grazing by sheep and goats during the summer, and any change in the grazing regime (abandonment, intensification) would pose a significant threat to this species' habitat. Taking into account the extent of the effects of grazing and the distribution of this species, it is considered to occur at only one location.","No conservation measures are in place for this species, but it occurs in at least one protected area. Very little is known about this bush-cricket, and further research is needed, particularly into the population size and trend, its ecology and threats. The local grazing regime needs to be adequately managed to preserve this species."
ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Parnassiana,tenuis,"(Heller & Willemse, 1989)",VU,Yes,D2,VU,D2,Yes,Unknown,"Willemse, L.P.M., Hochkirch, A., Heller, K.-G., Kati, V., Papapavlou, K. & Tzirkalli, E.","Danielczak, A.","Bushell, M., Cálix, M. & Nieto, A.",,"The Slim Greek Bush-cricket (Parnassiana tenuis) is endemic to Greece and is only found in a small area in the Pindus Mountains in the western part of the Greek mainland. This species is assessed as Vulnerable since it only occurs at three locations and any changes to the grazing regime (introduction of cattle, intensification, abandonment) in its range could drive the species to become Critically Endangered or Extinct in a very short time. Further research is needed on this species, particularly into the population size and trend, its ecology and threats. An appropriate management of the local grazing regime is required to preserve this species.",Greek bush-crickets tend to hide in bushes and shrubs and are not easy to monitor. Density estimates for this species have not been carried out yet and there is no available data on the population trend.,"The Slim Greek Bush-cricket is endemic to Greece and is only found in a small area in the Pindus Mountains in the western part of the Greek mainland (Heller and Willemse 1989, Willemse and Willemse 2008). This species' extent of occurrence (EOO) is 170 km², and its known area of occupancy (AOO) is 20 km².","All Greek bush-crickets are found at altitudes above 1,200-1,300 m on open, more or less rocky, slopes covered with herbs, grasses and small spiny bushes. Individuals tend to hide in bushes and small spiny shrubs. This short-winged species is found at elevations of 1,450-2,200 m Asl.",The species is not utilized.,"The mountain slopes where this species is found are used for grazing by sheep and goats during the summer, and any change in the grazing regime (introduction of cattle grazing, abandonment, intensification) would pose a significant threat to this species. Taking into account the extent of the effects of grazing and the distribution of this species, it is considered to occur at three locations.","No conservation measures are in place for this species, but it occurs in at least one protected area. Very little is known about this bush-cricket, and further research is needed, particularly into the population size and trend, its ecology and threats. An appropriate management of the local grazing regime is required to preserve this species."
ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Parnassiana,tymphiensis,"(Willemse, 1973)",EN,Yes,"B1ab(iii,v)+2ab(iii,v)",EN,"B1ab(iii,v)+2ab(iii,v)",Yes,Decreasing,"Willemse, L.P.M., Hochkirch, A., Heller, K.-G., Kati, V., Papapavlou, K. & Tzirkalli, E.","Danielczak, A.","Bushell, M., Cálix, M. & Nieto, A.",,"The Tymphi Greek Bush-cricket (Parnassiana tymphiensis) is endemic to Greece, and is only known to occur in a small mountainous area in the northwestern part of the Greek mainland. This species is assessed as Endangered since it has a restricted geographic range (extent of occurrence (EOO) is 706 km², area of occupancy (AOO) is 24-100 km², it occurs at only four locations, and there is a continuing decline in the number of individuals and the extent and quality of the habitat caused by livestock grazing (sheep and cattle). Further research is needed on this species, particularly into the population size and trend, its ecology and threats.",The population of this species is declining due to the ongoing deterioration of its habitat (as a result of grazing).,"The Tymphi Greek Bush-cricket is endemic to Greece, and is only known to occur in a small mountainous area in the northwestern part of the Greek mainland (Willemse 1973, Willemse 1980, Willemse and Willemse 2008). This species' extent of occurrence (EOO) is 706 km², and its area of occupancy (AOO) is between 24 and 100 km².","All Greek bush-crickets are found at altitudes above 1,200-1,300 m on open, more or less rocky, slopes covered with herbs, grasses and small spiny bushes. This short-winged species is found at elevations between 1,200-1,900 m Asl, and tends to hide in bushes and small spiny shrubs and herbs (like thistles).",The species is not utilized.,"The mountain slopes where this species is found are grazed by sheep in the summer (and in recent years also by cattle), which poses a threat to its habitat. Taking into account the extent of the effects of grazing and the distribution of this species, it is considered to occur at four locations.","No conservation measures are in place for this species, but it occurs in at least one protected area. Very little is known about this bush-cricket, and further research is needed, particularly into the population size and trend, its ecology and threats."
ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Parnassiana,tymphrestos,"Zeuner, 1941",EN,Yes,"B1ab(iii,v)+2ab(iii,v)",EN,"B1ab(iii,v)+2ab(iii,v)",Yes,Decreasing,"Willemse, L.P.M., Hochkirch, A., Heller, K.-G., Kati, V., Papapavlou, K. & Tzirkalli, E.","Danielczak, A.","Bushell, M., Cálix, M. & Nieto, A.",,"The Tymphrestos Greek Bush-cricket (Parnassiana tymphrestos) is endemic to Greece where it is found on Mount Tymphrestos and Mount Iti in Central Greece. This species is assessed as Endangered since it has a restricted geographic range (extent of occurrence (EOO) is 188 km², area of occupancy (AOO) between 28 and 100 km²), it occurs at only two locations, the population is severely fragmented, and there is a continuing decline in the number of mature individuals and the extent and quality of its habitat, due to livestock grazing (lately including cattle) and skiing activities. Further research is needed on this species, particularly into the population size and trend, its ecology and threats. Part of the mountains should be set aside as livestock-free zones, and these zones should be monitored to ensure no livestock are allowed to graze there.",The subpopulations are isolated with no or little genetic exchange between them and this species is therefore considered to be severely fragmented.This species has a decreasing population size caused by the ongoing deterioration of its habitat due to grazing and skiing activities in its range.,"The Tymphrestos Greek Bush-cricket is endemic to Greece where it is found on Mount Tymphrestos and Mount Iti in Central Greece (Willemse 1980). This species' extent of occurrence (EOO) is 188 km², and its area of occupancy (AOO) between 28 and 100 km².","All Greek bush-crickets are found at altitudes above 1,200-1,300 m on open, more or less rocky, slopes covered with herbs, grasses and small spiny bushes. This short-winged species is found at elevations between 1,500-1,900 m Asl, and tends to hide in bushes and small spiny shrubs and herbs (like thistles).",The species is not utilized.,"A ski centre in the range of this species may affect it negatively, and skiing activities are considered a threat. In addition, the mountain slopes where this species is found are used for grazing by sheep (and in recent years also by cattle) in the summer - which poses a threat to the species' habitat, which has been strongly degraded in recent years. Taking into account the extent of the effects of the threats and the distribution of this species, it is considered to occur at only two locations.","No conservation measures are in place for this species, but it occurs in at least one protected area. Very little is known about this bush-cricket, and further research is needed, particularly into the population size and trend, its ecology and threats. A careful management of the local grazing regime is needed to preserve this species."
ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Pholidoptera,lucasi,"Willemse, 1976",EN,Yes,"B1ab(iii,v)",EN,"B1ab(iii,v)",Yes,Decreasing,"Willemse, L.P.M., Hochkirch, A., Heller, K.-G., Kati, V., Papapavlou, K. & Tzirkalli, E.","Danielczak, A.","Bushell, M., Cálix, M. & Nieto, A.",,"The Lucas' Dark Bush-cricket (Pholidoptera lucasi) is endemic to Greece and is only found in two mountainous areas in the eastern part of the mainland (Mt. Pelion) and the island of Euboea (Mt. Dirfi). This species is assessed as Endangered since it has a restricted geographic range (extent of occurrence (EOO) is 64 km²), it occurs at between two and five locations, and there is an inferred continuing decline in the extent and quality of its habitat as well as in the number of mature individuals, due to the increased frequency of wildfires throughout its range. Further research is needed on this species, particularly into the population size and trend, its ecology and threats. In addition, proper fire management is needed to avoid any future declines in the population.","This species has only been observed and collected a few times. A continuing decline in the extent and quality of its habitat, as well as the number of mature individuals is inferred from the recent increase in wildfire frequency in its range.","The Lucas' Dark Bush-cricket is endemic to Greece and is only found in two mountainous areas in the eastern part of the mainland (Mt. Pelion) and the island of Euboea (Mt. Dirfi)  (Willemse 1976, Willemse and Willemse 2008). This species' extent of occurrence (EOO) is 64 km².","This species was collected in a forested area where it was found in an open space covered mainly by ferns, at elevations of 900-1,100 m Asl.",The species is not utilized.,"Wildfires are common throughout the range of this species. Between 2007 and 2010, in particular, some large wildfires might have affected it. Taking into account the extent of the effects of wildfires and the distribution of the species, it is considered to occur at between two and five locations.","No conservation measures are in place for this species, but it occurs in at least one protected area. Further research is needed on this species, particularly into the population size and trend, its ecology and threats. In addition, proper fire management is needed to avoid any future declines in the population."
ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Rhacocleis,agiostratica,"Werner, 1937",DD,Yes,,DD,,Yes,Unknown,"Willemse, L.P.M., Hochkirch, A., Heller, K.-G., Kati, V., Papapavlou, K. & Tzirkalli, E.","Danielczak, A.","Bushell, M., Cálix, M. & Nieto, A.",The identity of Rhacocleis agiostratica is not beyond doubt as the description has been based on juvenile specimens. Adult material is required to compare it with other Rhacocleis species in particular Rhacocleis distinguenda.,"The Agiostrati Bush-cricket (Rhacocleis agiostratica) is endemic to Greece, and is only known from the northern Aegean islets of Agios Efstratios and nearby Lemnos. This species is only known from a few juvenile specimens collected in 1936, and has not been recorded since then. This species is assessed as Data Deficient in view of the absence of information on its population size and trend, habitat requirements, and threats. Moreover, given that the original description was based on juvenile specimens, further research is needed on the taxonomy of this species.",Nothing is known about the population size and trend.,"The Agiostrati Bush-cricket is endemic to Greece, and is only known from the northern Aegean islets of Agios Efstratios and nearby Lemnos (Willemse 1982). After it was first recorded in 1936 it has not been reported again. This species' maximum extent of occurrence (EOO) is estimated to be ca 1,300 km², and the maximum area of occupancy (AOO) is estimated to be ca 520 km².",There is no information on the habitat and ecology of this species.,The species is not utilized.,Threats to this species are unknown.,"This species has not been observed or collected since its discovery in 1936, and it is unknown whether it occurs in any protected areas. The first necessary step is to reconfirm its presence on the islands of Agios Efstratios and Lemnos. Given that the original description was based on juvenile specimens, more data is needed to confirm its taxonomic status. Further research is needed into the population size and trend, ecology and threats."
ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Rhacocleis,anatolica,"Werner, 1933",EN,No,"B1ab(iii,v)+2ab(iii,v)",EN,"B1ab(iii,v)+2ab(iii,v)",No,Decreasing,"Willemse, L.P.M., Hochkirch, A., Heller, K.-G., Kati, V., Papapavlou, K. & Tzirkalli, E.","Danielczak, A.","Bushell, M., Cálix, M. & Nieto, A.",,"European regional assessment: Endangered (EN)EU 28 regional assessment: Endangered (EN)In Europe, the Anatolian Bush-cricket (Rhacocleis anatolica) is only known from a few specimens collected on the island of Kos, and has not been recorded since 1978. This species is assessed as Endangered since it has a restricted geographic range (extent of occurrence (EOO) 450 km², area of occupancy (AOO) 288 km²), it occurs at between two and five locations, and there is an inferred continuing decline in the extent and quality of its habitat as well as the number of mature individuals, due to the increasing number of wildfires on the island of Kos. Further research is needed on this species, particularly into the population size and trend, its ecology and threats. In addition, proper fire management is needed to avoid any future declines in the population.","This species has only been observed and collected a few times, but the population is believed to be decreasing due to the increasing number of wildfires on the island of Kos.","The Anatolian Bush-cricket occurs in Greece and Turkey. In Greece, this species is only known from the eastern Aegean Island of Kos (Willemse 1982), and its presence along the western coast of Turkey has only been reported recently (Ünal 2012). This species' maximum extent of occurrence (EOO) is 450 km², and its maximum area of occupancy (AOO) is 288 km².","Although there is no information on the habitat and ecology of this bush-cricket, it is assumed that the species occupies similar habitats as congeneric species of Rhacocleis found elsewhere on the Aegean Islands: dry to very dry, in more or less open slopes with a more or less dense cover of small shrubs, possibly including leaf litter where shrubs are taller (maquis shrubland).",The species is not utilized.,"This species is probably threatened by the increasing number of wildfires on the island of Kos. Taking into account the extent of the effects of wildfires and the distribution of the species, it is considered to occur at between two and five locations.","No conservation measures are in place for this species and it is unknown, whether it occurs in any protected areas. Further research is needed on this species, particularly into the population size and trend, its ecology and threats. In addition, proper fire management is needed to avoid any future declines in the population."
ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,RHAPHIDOPHORIDAE,Dolichopoda,calidnae,"Rampini & Di Russo, 2012",VU,Yes,D2,VU,D2,Yes,Unknown,"Willemse, L.P.M., Hochkirch, A., Kati, V., Papapavlou, K., Tzirkalli, E. & Heller, K.-G.","Danielczak, A.","Bushell, M., Cálix, M. & Nieto, A.",,"The Kalymnos Cave-cricket (Dolichopoda calidnae) is endemic to Greece, where it has been described from two caves on the Aegean island of Kalymnos. This species is assessed as Vulnerable since it has a restricted geographic range (area of occupancy (AOO) is 8 km²), it occurs at only two locations and incidents resulting from recreational activities in the caves could drive the species to become Critically Endangered or Extinct in the near future. Further research is needed on this species, particularly into the population size and trend, its ecology and threats. The touristic exploration of the cave needs to be managed to avoid future population declines, which means that any artificial lights need to be minimized.","The first discovery of this species was made in 2004, and it is only known from two caves on Kalymnos. Neither the population size nor the population trend are known.","The Kalymnos Cave-cricket is endemic to Greece, where it has been described from two caves on the Aegean island of Kalymnos (Rampini et al. 2012). This species' maximum extent of occurrence (EOO) is 160 km², and its area of occupancy (AOO) is 8 km².",This species lives inside caves.,The species is not utilized.,"Among the sixteen accessible caves on Kalymnos, the two caves where this species has been found are among the three caves considered to be most rewarding to visit, and touristic development is therefore a possible threat. Taking into the account the extent of the effects of the threats and the distribution of the species, it is considered to occur at two locations.","There are no conservation measures in place for this species, and it does not occur in any protected areas. Further research is needed on this species, particularly into the population size and trend, its ecology and threats. The touristic exploration of the cave needs to be managed to avoid future population declines, which means that any artificial lights need to be minimized."
ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,PHANEROPTERIDAE,Acrometopa,servillea,"(Brullé, 1832)",LC,No,,LC,,No,Unknown,"Willemse, L.P.M., Hochkirch, A., Heller, K.-G., Kati, V., Papapavlou, K. & Tzirkalli, E.","Danielczak, A.","Bushell, M., Cálix, M. & Nieto, A.","According to the Orthoptera Species File (orthoptera.speciesfile.org/) Acrometopa servillea is considered here as a species with tree subspecies: A. servillea servillea, A. servillea macropoda and A. servillea italica. The assessment is based on (distribu","European regional assessment: Least Concern (LC)EU 28 regional assessment: Least Concern (LC)The Serville's Long-legged Bush-cricket (Acrometopa servillea) is widely distributed across Europe from Corsica and Sardinia in the West all over Italy into the Balkans, where it is restricted to a strip of land along the Adriatic Coast, reaching Albania, the Former Yugoslav Republic of Macedonia (FYR Macedonia), Greece, and the southeastern tip of Bulgaria. This species is assessed as Least Concern since it has a very large geographic range - extent of occurrence (EOO) is ca 1 million km² - it is widespread across southern and eastern Europe, and is found in a variety of habitats. Further research into the population size and trend is required.",There is no available information on the total number of individuals of this species nor about its population trend.,"The Serville's Long-legged Bush-cricket is widely distributed across Europe, from Corsica and Sardinia in the west all over Italy (including Sicily) into the Balkans, where it is restricted to a strip of land along the Adriatic Coast (Slovenia, Croatia, Montenegro) reaching Albania, the Former Yugoslav Republic of Macedonia (FYR Macedonia), Greece, and the southeastern tip of Bulgaria (Willemse 1979, Willemse 1984, Chobanov 2009). This species' extent of occurrence (EOO) is estimated at ca 1 million km². Outside of Europe, it reaches Anatolia in the east.","This species is found in places varying from semi-wet to dry, in hills and also agricultural areas, open with or without bushes but always with a rather lush vegetation of herbs. It is found from sea-level up to mid-elevations (1,200 m Asl).",This species is not utilized.,The threats to this species are unknown.,"No conservation measures are in place for this species, but it is found in protected areas. Further research into the population size and trend is required."
ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,PHANEROPTERIDAE,Metaplastes,ornatus,"(Ramme, 1931)",LC,Yes,,LC,,No,Unknown,"Willemse, L.P.M., Hochkirch, A., Heller, K.-G., Kati, V., Papapavlou, K. & Tzirkalli, E.","Danielczak, A.","Bushell, M., Cálix, M. & Nieto, A.",,"Global and European regional assessment: Least Concern (LC)EU 28 regional assessment: Least Concern (LC)The Balkan Ornate Bush-cricket (Metaplastes ornatus) is known from southern Serbia (Kosovo), Albania, the Former Yugoslav Republic of Macedonia (FYR Macedonia), Bulgaria and Greece. Within the EU 28 region, it is found in Greece (mainland only) and the south-western most tip of Bulgaria. This species is assessed as Least Concern since it has a wide geographic range (extent of occurrence (EOO) is ca 86,000 km² for Europe and ca 47,000 km² in the EU 28 region) and the population size is considered to be very large. Further research into the population size and trend, and this species' ecology is required.","No studies have been carried yet out to measure subpopulation densities. This species is secretive and difficult to find. Most probably the use of a bat detector to locate singing males would be the best way to monitor subpopulations. Experience indicates that subpopulations are usually small, although several animals may be found in a single bush of Quercus. There is no available information on the population trend.","The Balkan Ornate Bush-cricket is known from southern Serbia (Kosovo), Albania, the Former Yugoslav Republic of Macedonia (FYR Macedonia), Bulgaria and Greece. This species' extent of occurrence (EOO) is ca 86,000 km² (Chobanov 2009, Pavicevic et al. 2014, Willemse 1977, 1984). Within the EU 28 region, it is found in Greece (mainland only)  and the south-western most tip of Bulgaria. Its extent of occurrence (EOO) for  this region is ca 47,000 km².","The habitat requirements of this species are not known, but it is known to occur in maquis vegetation, on Quercus spp., at mid elevations from 300 to 700 m Asl - which is a very common habitat type. In the southern mainland of Greece this species is found in maquis vegetation but also in more semi-wet vegetation with Rubus species. More to the north it has been reported from Quercus and Castanea species.",The species is not utilized.,"Threats mainly derive from livestock (goats) grazing, but no studies have been carried out yet to assess the severity of these threats.","No conservation measures are in place for this species but it is present in protected areas. Further research into the population size and trend, and this species' ecology is required."
