Kingdom,Phylum,Class,Order,Family,Genus,Species,Taxonomic Notes,Endemic to Europe,Endemic to EU27,European regional Red List Category,European regional Red List Criteria,EU27 regional Red List Category,EU27 regional Red List Criteria,Rationale of the Red List Category,Population Trend,Range,Population,Habitat,Threats,Conservation Actions,Use and Trade,Red List Assessors
ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,ladogae,,Yes,Yes,LC,,LC,,"The species is native only in Lake Ladoga (17,556 km²) (widely introduced to Russia). However, it has no known current or potential threats.",Unknown,"Lake Ladoga. Widely introduce to lakes in Latvia, European Russia and Siberia.",Very abundant in Lake Ladoga.,"Habitat: Lacustrine. Biology: Spawns for the first time at two years and 30 g (males) and 60-70 g (females). Juveniles feed on zooplankton, adults on fish (mostly Osmerus eperlanus). Reported to hybridise with other Coregonus species.",No major threats known.,No information.,,"Freyhof, J. & Kottelat, M."
ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Salmo,pelagonicus,,Yes,Yes,VU,B1ab(v),VU,B1ab(v),"The species is found in the upper tributaries of the Lower Vardar and Aliakmon. The main threat of overfishing and introduced alien trout (which hybridise with S. pelagonicus) is impacting the fish in the Greek part of species range (Aliakmon). The extent of occurrence is less than 20,000 km² and is only found in two locations (Vardar and Aliakmon drainages) based on the threat of the introduction of alien trout.",Decreasing,"Tributaries of the lower Vardar (Crna system) and Aliakmon drainages (Macedonia, Greece); populations from Stumica drainage possibly represent a distinct species.",No information.,Habitat: Mountain streams. Biology: Resident ecotype only.,"In the Greek part of the species range the main threat is overfishing and poaching, and the introduction of alien trout (hybridisation). The introduction of alien trout is also a threat, but has not yet happened, in FYROM.",Angling is regulated.,,"Freyhof, J. & Kottelat, M."
ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,COBITIDAE,Sabanejewia,caucasica,,,,LC,,NA,,"The species is widespread. Even though the species has many threats, including water abstraction, dams and channelization of lower courses of rivers, it is not believed that these  will cause the species to meet any of the criteria for a threatened or Near Threatened Category at present.    European Union 27 = The species is not found within the European Union.",Unknown,"Caspian basin: From Kuma, south to lower courses of Iranian costal drainages to Gorgan Bay.",No information.,"Habitat: Rivulets and streams 3-10 m wide and less than 1 m deep in foothills and plains, sometimes in channels. Usually on gravel, rarely on sand bottom. Usually along steep banks. Biology: Spawns in July-August.","Water abstraction in particular in Iran, dams, channelization of the lower courses and drought (predicted to increase in severity due to climate change).",No information.,,
ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Rhodeus,meridionalis,,Yes,Yes,LC,,LC,,A widespread species with no major widespread threats.,Unknown,Greece and FYROM; Vadar River to Pinios River.,Very abundant.,In lowland rivers with slow moving or stagnant water.,Locally threatened by water abstraction.,A Natura 2000 species.,,"Freyhof, J. & Kottelat, M."
ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,COBITIDAE,Sabanejewia,romanica,,Yes,Yes,NT,,NT,,"The species has a fragmented distribution in sandy streams with fast current in the Arges, Olt, Jui, Mures and Tapolitza systems of the Danube basin. Damming, water abstraction and pollution have all increased in recent years which all have an impact on the species. It is suspected that the species population has declined by almost 30% in the past 10 years, and will continue to do so as development within Romania increases.",Decreasing,"Romania: Danube basin, Arges, Olt, Jui, Mures and Tapolitza systems.","Declining, localised and fragmented population.",Habitat: Sandy streams with clean water and moderate to fast current. Biology: Spawns from May to July.,"Development in Romania is leading to increased water abstraction, pollution and damming of rivers.",No information.,,"Freyhof, J. & Kottelat, M."
ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Rhodeus,amarus,Considered conspecific with the East Asian R. sericeus by some authors; the two species have widely disjunct ranges. There are undocumented records of introduction of the Chinese R. ocellatus in Germany.   Rhodeus from the Asian Black Sea basin in Russia and Georgia (and possibly Anatolian ones too) belong to R. colchicus.,,,LC,,LC,,"Abundant and expanding in most of its range. Locally threatened by water pollution, weed clearing, and stocking of predatory fish. European Union 27 = LC. Same rational as above.",Unknown,"Basins of North, southern Baltic, Black, western and southern Caspian and Aegean Seas (south to Pinios drainage); Mediterranean basin, only in northern Rhône (France) and Drin drainages (Albania, Montenegro, Macedonia). Invasive in France in southern Rhône and west of Seine, in southern Russia in Don and Kuban drainages. Introduced to Great Britain and northern Italy. Absent in River Ural, Denmark, Scandinavia, Iberian and Apennine Peninsulas, most of Adriatic basin and Black Sea basin south of Kuban drainage.",Abundant.,"Habitat: Most abundant in still or slow-flowing water with dense aquatic vegetation and sand-silt bottom as lowland ponds, canals, slow-flowing rivers, backwaters and oxbows, where mussels are present. Biology: Spawns for the first time at one year and about 30-35 mm SL. Lives exceptionally up to five years but most individuals do not survive the year of their first reproduction and populations sizes fluctuate greatly over the years. Spawns in April-August.","Locally threatened by water pollution, weed clearing, and stocking of predatory fish.",Natura 200 species.,,"Freyhof, J."
ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Luciobarbus,guiraonis,,Yes,Yes,VU,A3ce,VU,A3ce,"B. guiraonis is currently undergoing a population decline and is likely to decline in the future by 30% in the next ten years due planned dam construction and inter-watershed transfer (Carmona, J. pers comm).",Decreasing,It is restricted to the river systems between Mijares river and Serpis river in the Mediterranean area of Spain. It is also found in the upper part of the Guadiana river basin. It occurs also in lakes and reservoirs.,No data.,It is a large size barbel.,"Water pollution, habitat destruction and introduction of exotic fish species. Future dam construction and inter-catchment water transfer will seriously impact upon the species.",Listed on Annex III of the Berne Convention and V of the European Union Habitats Directive as B. capito.,,"Crivelli, A.J."
ANIMALIA,CHORDATA,CEPHALASPIDOMORPHI,PETROMYZONTIFORMES,PETROMYZONTIDAE,Lampetra,zanandreai,,Yes,,LC,,LC,,"The species is assessed as Least Concern as it has a relatively wide distribution (estimated Extent of Occurrence >20,000 km²) and is found in more than 10 locations. In Slovenia there have, however, been major declines in range.    European Union 27 = LC. Same rationale as above.",Unknown,"Restricted to the upper adriatic river drainages, including northern Italy, the Adriatic basin of Slovenia and Croatia (Neretva and Matica rivers). Two sub-populations have been found also in Central Italy in the Esino and Potenza river basins. Presence in Switzerland not formally established, but records of L. planeri from the Po drainage are most likely L. zanandreai.",Extensive survey in Italy has found many sub-populations in restricted areas.,Lives in cold-water brooks near springs. It is a non-parasitic lamprey as adult does not feed. It requires a gravel substrate. The larvae remain hidden in the gravel for 3-5 years then the adult emerges and spawns over a one-month period in summer. It is important to conduct surveys at times when the adults have emerged in the summer.,"Water extraction, pollution and drought.","Listed in Annexes II and V of the European Union Habitats Directive, and in Appendix III and II of the Bern Convention. In Slovenia the species has been effectively protected since the mid-1990s.",,"Freyhof, J."
ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Pseudochondrostoma,polylepis,,Yes,Yes,LC,,LC,,"C. polylepis is abundant, has a large distribution and has no major widespread threats.",Stable,"It is restricted to the central Iberian Peninsula of Spain and Portugal including the Vouga, Mondego, Alcoa, Tagus and Sado river basins. It has been introduced in Jucar, Sepima and Segura river basins in Spain",Abundant.,it lives in all river sections with a strong current.,"Water extraction, drought, and introduced species.",It is listed in Appendix II of the European Union Habitats Directive and in Appendix III of the Bern Convention.,,"Crivelli, A.J."
ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,COBITIDAE,Sabanejewia,balcanica,"Populations (even from close localities) exhibit important differences in pigmentation pattern, morphology and habitat. Although this variability lead to the recognition of several populations as distinct taxa. Kottelat and Freyhoff (2007) treat the Danubian and Balkan populations as a single species; however, this requires critical re-examination.",Yes,Yes,LC,,LC,,A widespread species with no known major widespread threats; but it is locally threatened by habitat alteration.,Unknown,"Black Sea basin, in Danube drainage; Aegean Sea basin, in Maritza and from Gallikos to Pinios drainages.",Abundant.,"Habitat: Mainly hill streams with clear water and bottom with sand or fine gravel bottom. In moderate current with few plants at water depths up to 1.5 m. Also observed in large rivers. Biology: Burrows during daylight into sand, sometimes in gravel. Spawns in spring. In aquarium, eggs indiscriminately scattered over sand, gravel and plants. A dwarf population was observed in a pond fed by a warm thermal spring with constant temperature in western Romania.",No major threats known.,No information.,,"Freyhof, J. & Kottelat, M."
ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,trybomi,"We retain all the above listed populations (including some winter spawning ones) in C. trybomi. Allozyme data suggest that the different populations have arisen independently from a sympatric population of autumn spawning ciscoes and are distinct species. In this case, three of the four species endemic to Sweden are already extinct.",Yes,Yes,CR,"B1ab(iii,iv)+2ab(iii,iv)",CR,"B1ab(iii,iv)+2ab(iii,iv)","A single known population of the species remains in Lake Fegen (20 km², area of occupancy probably less than 10 km² as it is only a deep water species) on the Atran drainage, Sweden. It is already extirpated from Lakes Ören, Hålsjön and Äsunden (1970s and 1980s) probably because of acidification (acid rain) and stocking of alien species (including Sander lucioperca).The populations from Russia and Finland are most likely not conspecific and are not included in this evaluation (J. Freyhof pers. comm.).",Decreasing,"Sweden: Lakes Ören (Motalaström drainage), Hålsjön (Viskan drainage), Äsunden, Fegen (Ätran drainage); Other populations in Finland (Lakes Änättijärvi, Kostonjärvi, Kokkamo, Pirttijärvi, Suomunjärvi (winter spawning), Sokojärvi, Kajoonjärvi, Luovijärvi, Siikajärvi (spring spawning)) and Russia (some lakes of Karelia (winter spawning; e.g. Korpiselkä)) are most likely not conspecific (Freyhof pers comm.).","The species is no longer present in Lakes Ören (Motalaström drainage), Hålsjön (Viskan drainage), Äsunden.","Habitat: Lacustrine, deep water. Biology: Spawns in late April-early May (Sweden), December-January (winter spawning, Finland) or March-May (spring spawning, Finland), at 10-30 m depth. In all lakes, spring spawning C. trybomi occur in sympatry with C. albula. Winter spawning C. trybomi occur with C. albula only in Lake Änättijärvi, Finland. Feeds on plankton. In October-November rises to surface, probably to feed on spawn of C. albula.",Alien species (including Sander lucioperca) and water pollution from acid rain has caused the extirpation from Swedish lakes.,Fishing has now been banned in Lake Fegen for this species.,,"Freyhof, J. & Kottelat, M."
ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Luciobarbus,capito,,,,VU,A2cd,NA,,"Overall, there is a continuing to decline due to expanding hydropower development, overfishing and strong ecological impacts on Caspian and Aral Sea basins. It is suspected that the total population has declined by at least 30% in the past 3 generations/30 years (this is suspected to also be the same for the European/Caspian popualtion).    European Union 27 = The species is not found within the European Union.",Decreasing,"Caspian basin, for spawning migrates up larger tributaries of western and southern coasts, from Volga southward to Atrek (Iran). Was always very rare in Volga. Aral basin, in Amu Darya, Syr Darya and Chu drainages, extirpated in the Aral Sea.",Declined sharpley due to damming in the 1950's and 1960's in the Caspian Sea. In the Aral sea the species declined due to the shrinking (increased salinity) of the Aral sea (started in 1970s to present) and damming of its tibutaries (1950's to 1970's).,"Habitat: At sea, mostly close to shores. Forages also in estuaries. Spawns in lowland streams and rivers on sand-gravel bottom, usually in strong current. Biology: Semi-anadromous but rarely landlocked in reservoirs. Spawns for the first time at 3-7 years, females later than males, over 200 mm SL. Spawns in April-August. Males are annual spawners, females apparently spawn every 2-3 years. Semi-anadromous populations start migration in late summer-autumn and spawn following spring, but some enter rivers in early spring and spawn same year. Migrate to uppermost tributaries of rivers. Landlocked populations migrate just before spawning to upper stretches of tributaries, or spawn in lakes and reservoirs on sand to mud bottom. Female lays 15,000-125,000 light grey eggs. Larvae feed on zooplankton and small benthic invertebrates. Juveniles and adults feed on invertebrates, algae, detritus, plant material, and small fishes.","Historically dam construction and overfishing was a threat, increased salinity in the Aral sea caused the species to become extirpated. Currently the main threat is overfishing (illegal) in the Caspian sea.",Fishing is banned in the Caspian Sea.,,"Freyhof, J."
ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Pseudochondrostoma,willkommii,,Yes,Yes,VU,A3ce+4ce,VU,A3ce+4ce,"A current decline has been identified and it is suspected that subpopulations of C. willkommii will decline further by over 30% in the next 10 years due to current threats having a greater impact (habitat loss through dam construction and introduced predators: M. salmoides, E. lucius, S. lucioperca) (Carmona, J. pers comm).",Decreasing,"It is restricted to the southern Iberian peninsula in Portugal and Spain in the following river basins: Guadiana (Spain and Portugal), Odiel, Guadalquivir, Guadalete, Guadiaro and Guadalhorce (Spain).","Declining (Carmona, J. pers. comm).",All river sections with strong current.,Habitat destruction due to dams and introduced species.,It is listed in Appendix III of the Bern Convention and Annex II of the European Union Habitats Directive as C. toxostoma.,,"Crivelli, A.J."
ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Salmo,nigripinnis,,Yes,Yes,VU,D2,VU,D2,"The species is endemic to Lough Melvin (21 km²), Ireland. There is a potential threat to the species from eutrophication and introduced species. Eutrophication has caused the extinction of fish species from other Irish lakes.",Unknown,Ireland: Lough Melvin (21 km²).,No information.,"Habitat: Lacustrine, pelagic, in relatively deep water. Moves to tributaries for spawning. Biology: Spawns in November-December in most lake tributaries. Feeds mainly on mid-water plankton, especially Cladocera, and chironomid pupae.",Eutrophication and invasive species are potential threats to the species. Arctic charr have gone extinct in other Irish lakes due to eutrophication.,No information.,,"Freyhof, J. & Kottelat, M."
ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,COBITIDAE,Sabanejewia,bulgarica,,Yes,Yes,LC,,LC,,A widespread species with no known major widespread threats.,Unknown,"Danube drainage: lower and middle Danube upriver to Bratislava, entering only lowermost parts of tributaries; Tisza system in Hungary and Slovakia.",Abundant.,Habitat: Large lowland rivers. Usually in deep water. Biology: Spawns in Danube and in mouths of some tributaries.,No major threats known.,No information.,,"Freyhof, J. & Kottelat, M."
ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Gobio,kubanicus,"Populations from different tributaries show a great variability in shape, barbel length and squamation. Two forms are recognized, the typical form diagnosed above with long barbels and a short-barbel one, which might represent an unnamed species. Alternatively, a hybrid zone between G. brevicirris and G. kubanicus cannot be ruled out.",Yes,,LC,,NA,,A widespread species with no known major widespread threats.,Unknown,Russia: Kuban drainage.,Abundant.,Habitat: A wide variety of habitats from montane rivers to small lowland streams with a gravel or sand bottom. Biology: No data.,No major threats known.,No information.,,"Freyhof, J. & Kottelat, M."
ANIMALIA,CHORDATA,ACTINOPTERYGII,OSMERIFORMES,OSMERIDAE,Osmerus,eperlanus,"Available data do not exclude the possibility of two species possibly confused under the name O. eperlanus: O. eperlanus, usually with 33-38 gill rakers, are primarily lacustrine, from coastal areas of White, Barents and Baltic Seas, and O. schonfoldi, usually with 27-32 gill rakers, are primarily anadromous, from Atlantic, southern Baltic and North Sea. The two species would be sympatric in parts of Poland, Denmark and southern Baltic.",Yes,Yes,LC,,LC,,"A widespread distribution with no known major widespread threats. However, locally threatened by pollution and barriers to migration. European Union 27 = LC. Same rationale as above.",Unknown,"Coastal waters of White, Barents, Baltic and North Seas, Great Britain, western Ireland, Atlantic Ocean southward to Garonne estuary. Landlocked populations in lakes of coastal areas of North, Baltic, White and Barents Seas. North to about 68°N in Scandinavia.",Abundant.,"Habitat: Pelagic inhabitant of marine waters, estuaries and large lakes. Spawns in tributaries of lakes or along shallow shores of lakes and rivers, on sand, gravel, stones and plant material, preferably in fast-flowing water. Biology: Anadromous and landlocked populations. Anadromous individuals spawn at two years, landlocked ones often at one year. Anadromous individuals live up to seven years. Landlocked populations and large parts of anadromous populations usually reproduce only once in their life. Spawning migration starts in September-October, when mature fishes aggregate in estuaries to overwinter. Upriver migration starts in March-April when temperatures rise above 4-6°C and during rainy and stormy weather. Spawning migration reaches only the lower part of rivers. Older individuals and males migrate earlier than younger ones and females. Spawns in March-April at 4-12°C. Eggs are sticky and attached to substrate. Large numbers of eggs are washed from substrate and drift, with attached sand above river bottom. Eggs hatch in 20-35 days; larvae drift to estuaries. After spawning, adults migrate to sea, remain in coastal waters close to estuaries. Juveniles prefer fresh or brackish water until they mature. May reach high densities and experience large fluctuations in abundance. Feeds on zooplankton and small fishes, which often are juveniles of its own species.",Water pollution and river impoundments.,No information available.,This species is harvested for human consumption.,"Freyhof, J."
ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,lutokka,It is not yet clear whether populations from Lake Onega belong to this species or are part of an endemic species flock.,Yes,Yes,LC,,LC,,"This is the most abundant species found in Lakes Ladoga (17,566 km²) and Onega (9,886 km²), where it has no current or potential threats.",Unknown,"Lakes Ladoga and Onega, introduced in many natural and artificial water bodies in European and Siberian parts of Russia.",Abundant in both lakes.,"Habitat: In summer, mainly along coasts of southern part of Lake Ladoga, and in winter, along the northern coast. Prefers stone and gravel bottom. No data from Lake Onega. Biology: Lives up to 10 years. Spawns for the first time at 4-5 years. Forms large aggregations in July-August in a few localities along southern coast of both lakes for intensive foraging, and again in late October-early November (when first ice appears) over stone bottom in southern part of lakes. Spawns during 10-15 days along shores, at a maximum depth of 2 m, on rocks or gravel bottom. After spawning, moves to deeper places to overwinter. Feeds on benthos (insect larvae, molluscs and crustaceans), in summer usually moves to upper water layers to feed on zooplankton especially Cladocera.",No major threats known.,No information.,,"Freyhof, J. & Kottelat, M."
ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Squalius,cii,YesIt is not clear if the Lesbos population belongs to this species.Yes,,,EN,B1ab(iii),EN,B1ab(iii),"Based on the current understanding of this species concept it is only found within Europe on the island of Lesbos in the northern Aegean (extent of occurrence of less than 5,000 km²). The species is locally threatened by pollution, water abstraction and drought. The number of locations the species is found in is less than 5.     European Union 27 = EN B1ab(iii). Same rational as above.",Unknown,"Turkey; Lake İznik basin, streams Simav and Biga (Sea of Marmara drainage) as well as from the stream Menderes on the Biga peninsular (Aegean Sea drainage). Greece; Lesbos.",Abundant.,"Habitat: Streams, lakes and sometimes restricted to isolated pools during droughts. Biology: No data.","Droughts (predicted to increase in severity due to climate change), pollution and water abstraction.",No information.,,"Freyhof, J."
ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,COBITIDAE,Cobitis,punctilineata,See Kottelat (1997).,Yes,Yes,VU,D2,VU,D2,"This species is only known from a single restricted location (extent of occurrence (EOO) <100 km²), the Aggitis stream in the Strymon river basin in northern Greece. There is little information on abundance or population trends.",Unknown,"Restricted to the Aggitis stream, a tributary of the Strymon river basin in northern Greece.",No data.,"Streams, channels and springs with stagnant to moderately flowing waters. Appears quite resilient to pollution.","Habitat degradation, channelisation of creeks, water pollution and extraction.",None.,,"Crivelli, A.J."
ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Tropidophoxinellus,spartiaticus,,Yes,Yes,VU,"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v)",VU,"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v)","This is a restricted range species (estimated extent of occurrence (EOO) <5,000 km², estimated area of occupancy (AOO) <500 km²) found in an estimated 10 locations, where locations are defined on the basis of the main impact which is pollution from olive mills and orange presses. There is ongoing decline in AOO, habitat quality, and the number of subpopulations and mature individuals.",Decreasing,Restricted to few small rivers and streams (from Nedas to Evrotas) in southern Peloponnese in Greece.,Decreasing.,It is a species of small size (<100 mm) which lives near the river/stream edges avoiding the main stream currents.,"Water extraction, pollution, and drought. It is reported that effluent from the olive pressing mills is discharged into the rivers in the dry season, when fish are in isolated pools, such that the river often runs black.",None.,,"Crivelli, A.J."
ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,nobilis,,Yes,Yes,LC,,LC,,"Only known from Lake Vierwaldstätter (Lake Lucerne 102 km²). Thought to be extinct, due to eutrophication of the lake in the 1970s, but was re-discovered in early 2000s. The population seems to be on the increase as water quality improves. There are no known current, future or potential threats to the species as water quality is improving and there is strict controls on the introductions of species in Swiss lakes.",Increasing,Switzerland: Lake Vierwaldstätter.,"Thought to be extinct, but was re-discovered in early 2000s. The population seems to be on the increase.","Habitat: Lacustrine, pelagic, feeding at 5-30 m depth. Biology: In July-September, moves to depths of up to 80-200 m to spawn. Feeds on crustaceans.",Eutrophication was thought to have caused the species to go extinct. Now conditions in the lake are improving.,Improving water quality.,,"Freyhof, J. & Kottelat, M."
ANIMALIA,CHORDATA,ACTINOPTERYGII,OSMERIFORMES,OSMERIDAE,Osmerus,dentex,"Earlier treated as subspecies or synonym of O. mordax but morphological and genetic data indicate they are distinct species, O. mordax being restricted to the East coast of Canada and the North American Great Lakes.",,,LC,,NA,,A widespread species with no known major widespread threats. European Union 27 = The species is not found within the European Union.,Unknown,"Estuaries and coastal waters of European and Siberian shores of Arctic Ocean, from White Sea to Chukotka (eastern Siberia), Korea and Hokkaido (Japan); America from Vancouver Island to Coronation Bay.",Abundant.,"Habitat: Brackish water of estuaries, lagoons, coastal shallows and bays; fresh water in lowland and piedmont rivers. At sea, pelagic, at 4-8 m depth. Spawns in rapids, in clear water, over stone-gravel bottom and depth 0.2-0.5 m. Biology: Anadromous. Enters rivers only for spawning, first at 3-4 years. Lives up to 11 years. Spawning migration starts in April-May under ice. Distance of migration depends on availability of spawning sites, from tens to thousands of kilometres. Usually spawns in May-June and returns to sea soon after. Spawns at 7-14°C. Eggs are yellow, 0.8-1.0 mm in diameter, and adhere to pebbles and stones. Eggs hatch in 18-25 days at 5-18°C. Larvae and young juveniles feed on zooplankton, larger juveniles mostly on gammarids and mysids. By August, juveniles migrate to sea. Becomes piscivorous when reaching sexual maturity. Feeds mostly on smaller, schooling fishes, usually juveniles of cod (Gadus morhua), Salmonidae, Clupeidae, Coregonidae.",No major threats known.,No information.,,"Freyhof, J."
ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Salmo,carpio,,Yes,Yes,CR,A2bde,CR,A2bde,"S. carpio is restricted to Garda lake in northern Italy and its population has been reduced by more than 80% in the past ten years due to introduced species, overfishing and other unknown reasons. The decline in this species is based upon fisheries catch data.",Decreasing,It is restricted to Garda lake in northern Italy. It has been introduced into numerous lakes in Italy and other countries.,Decreasing.,It is a lacustrine species. It has two spawning seasons: one in winter and one in summer.,"Overfishing, destruction of habitat and water pollution (past threats). Introduced species (Coregonus spp).",None.,,"Crivelli, A.J."
ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Squalius,prespensis,"Formerly known as Leuciscus prepensis, it is also considered by some authors as a subspecies Leuciscus cepahlus prespensis Fowler, 1977.",Yes,Yes,LC,,LC,,"Although the range of this species is relatively restricted, it is abundant, and the population is thought to have increased over the past ten years. The Prespa Lakes are not treated as a single location in this case as there is no major threats thought likely to impact on the entire population. This species is not thought to be at significant risk from the introduction of invasive species.",Increasing,"Restricted to the Prespa lakes in northern Greece, Albania and the former Yugoslav republic of Macedonia (FYROM).",Increasing.,It is a large lacustrine species that completes its full life cycle within the lakes.,"Overfishing, water extraction and pollution. Water levels are vulnerable to decline due to the karstic nature of these lakes.",None,,"Crivelli, A.J."
ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,COBITIDAE,Cobitis,meridionalis,,Yes,Yes,VU,D2,VU,D2,"This species is not abundant, but the population is thought to be stable. It is, however, restricted to the lakeshore habitat of Lake Prespa, which is treated as a single location due to threat of introduced alien species with a likely lake-wide impact.",Stable,"Restricted to the Prespa lakes in north-western Greece, Albania, and the former Yugoslav Republic of Macedonia (FYROM).",Stable.,"It is an annual fish species dying after reproduction, which takes place in May. It spawns in coarse sand.",Water pollution (agriculture and domestic). In potential introduction of alien species to Lake Prespa would be likely to have a negative impact upon C. meridionalis.,None.,,"Crivelli, A.J."
ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Salmo,stomachicus,"Similar trouts have been recorded from Loughs Neagh, Conn and Corib (Ireland) and from Lochs Fadagoa, Mulach-Corrie and Assynt (Scotland). There are no data that allow a conclusion on whether they are conspecific with the Melvin ones. The above diagnosis is based on the Melvin population only.",Yes,Yes,VU,D2,VU,D2,"The species is endemic to Lough Melvin (21 km²), Ireland. There is a potential threat to the species from eutrophication and introduced species. Eutrophication has caused the extinction of fish species from other Irish lakes. S. stomachicus may be more widespread in other lakes of Ireland and Scotland - if this is proved to be true the species could be Least Concern",Unknown,Ireland: Lough Melvin (21 km²); possibly other lakes of Ireland and Scotland.,No information.,"Habitat: Lacustrine, in shallow benthic waters. Spawns near or in lake outlet. May also spawn on sandy bays in middle region of northern shore. Biology: Spawns in November-December. Juveniles swim upstream to return to lake. Feeds primarily on snails and trichopteran larvae, supplemented by other benthic invertebrates.",Eutrophication and introduced species are potential threats to the species.,No information.,,"Freyhof, J. & Kottelat, M."
ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Squalius,torgalensis,"There has been a recent change from genus Leuciscus to Squalius (Zardoya and Doadrio 1999, Sanjur et al. 2003).",Yes,Yes,EN,"B1ab(ii,iii)+2ab(ii,iii)",EN,"B1ab(ii,iii)+2ab(ii,iii)","S. torgalensis is restricted to only one river basin, the Mira and has an area of occupancy (AOO) <500 km², an extent of occurrence (EOO) <5,000 km² and is not very abundant. Threats such as water extraction, drought and introduction of exotic fish species are impacting upon the species and its habitat causing a decline in AOO and quality of habitat.",Unknown,"It is restricted to one river basin in southern Portugal, the Mira river basin.",Not very abundant.,No data.,"Water extraction, drought and introduction of exotic fish species.",None.,,"Crivelli, A.J."
ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Barbus,balcanicus,"This species is diagnosed mainly by molecular characters and difficult to distinguish from B. carpathicus and B. petenyi in the field. Characters given in the key may be of limited use. Some populations from the Gallikos, Aliakmon and lower Vardar have a longer dorsal with slightly concave margin, last simple dorsal ray granulous posteriorly along part of its length, a longer anal, and pointed caudal lobes. They possibly represent introgression with B. strumicae, or a distinct species.",Yes,Yes,LC,,LC,,A widespread species with no known major widespread threats. Common in suitable habitats.,Unknown,"Adriatic basin: Soca drainage (Italy, Slovenia). Danube drainage: upper Save, Archar, Krupaja, Vlasinsko and Nera systems, possibly more widespread in upper Danube drainage. Aegean basin: Gallikos, Vardar, Loudias and Aliakmon drainages (Greece, Macedonia).",Abundant.,Habitat: Fast to moderate-flowing premontane and montane streams and small rivers with gravel bottom. Spawns in riffles. Most abundant in rapids and riffles during day. Biology: Moves to upper reaches for spawning. Spawns in May-July.,No major threats known.,No information.,,"Freyhof, J. & Kottelat, M."
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,PERCIDAE,Percarina,demidoffii,,Yes,,NT,,EN,B1ab(iii),"This species is currently known from the lower reaches and coastal waters of the northwestern Black Sea, with a relatively restricted range (extent of occurrence estimated to be about 25,000 km²). It is likely to be impacted by increasing levels of salinity as the water flow in the major rivers continues to be reduced, changing the salinity of the coastal waters and lagoons where the species breeds. The species is therefore assessed as Near Threatened as it is believed it may be close to meeting A3 (30% decline in the next three generations or 10 years).For the European Union 27 region, this species is assessed as Endangered (EN B1ab(iii)). Within the European Union the species has a restricted range, being found only in the lower reaches and coastal waters of the Danube in Romania. Its extent of occurrence in this region is less than 5,000 km² and it is threatened by increasing levels of salinity which is impacting the species breeding areas (see above).",Unknown,"This species occurs in the northwestern Black Sea basin in the estuaries and coastal lakes, and the rivers Danube, Dniestr, South Bug and Dniepr and their lower reaches.",The species is more or less abundant in the lower reaches of rivers and coastal lagoons.,This fish occurs in fresh and brackish waters with salinity up to 7%. It is abundant at depths around 5 m over black mud.,The species may become threatened by increasing salinity due to reduced flow in all the large rivers within the species range which are now dammed.,No information available.,,"Freyhof, J."
